Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
hypothetical protein HDU88_006326 [Geranomyces variabilis],Geranomyces variabilis,374,374,100%,2e-125,55.26,351,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ3163377.1?report=genbank&log$=prottop&blast_rank=92&RID=ZUJAX3Z9013"",""KAJ3163377.1"")"
hypothetical protein CEP54_010237 [Fusarium duplospermum],Fusarium duplospermum,374,374,99%,3e-125,54.30,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RSL53753.1?report=genbank&log$=prottop&blast_rank=93&RID=ZUJAX3Z9013"",""RSL53753.1"")"
hypothetical protein LTR10_011674 [Elasticomyces elasticus],Elasticomyces elasticus,373,373,99%,3e-125,60.00,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK4949832.1?report=genbank&log$=prottop&blast_rank=94&RID=ZUJAX3Z9013"",""KAK4949832.1"")"
hypothetical protein LTS10_013043 [Elasticomyces elasticus],Elasticomyces elasticus,373,373,99%,3e-125,54.30,339,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK5674206.1?report=genbank&log$=prottop&blast_rank=95&RID=ZUJAX3Z9013"",""KAK5674206.1"")"
hypothetical protein VTL71DRAFT_182 [Oculimacula yallundae],Oculimacula yallundae,374,374,99%,4e-125,56.59,364,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL2075239.1?report=genbank&log$=prottop&blast_rank=96&RID=ZUJAX3Z9013"",""KAL2075239.1"")"
hypothetical protein CSOJ01_05369 [Colletotrichum sojae],Colletotrichum sojae,373,373,99%,5e-125,57.35,343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF6812088.1?report=genbank&log$=prottop&blast_rank=97&RID=ZUJAX3Z9013"",""KAF6812088.1"")"
uncharacterized protein N0V96_001608 [Colletotrichum fioriniae],Colletotrichum fioriniae,373,373,100%,5e-125,55.62,338,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_053048390.1?report=genbank&log$=prottop&blast_rank=98&RID=ZUJAX3Z9013"",""XP_053048390.1"")"
hypothetical protein LCI18_008098 [Fusarium solani-melongenae],Fusarium solani-melongenae,373,373,99%,5e-125,54.28,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UPK97163.1?report=genbank&log$=prottop&blast_rank=99&RID=ZUJAX3Z9013"",""UPK97163.1"")"
hypothetical protein SLS56_010994 [Neofusicoccum ribis],Neofusicoccum ribis,373,373,99%,5e-125,57.69,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL1617416.1?report=genbank&log$=prottop&blast_rank=100&RID=ZUJAX3Z9013"",""KAL1617416.1"")"



		


