Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Alternaria triticimaculans uncharacterized protein (J4E78_003106), partial mRNA",Alternaria triticimaculans,267,267,92%,9e-82,42.98,1221,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_049363748.1?report=genbank&log$=nucltop&blast_rank=83&RID=ZUJACXKR016"",""XM_049363748.1"")"
"Colletotrichum scovillei uncharacterized protein (HER10_EVM0003261), partial mRNA",Colletotrichum scovillei,268,268,95%,1e-81,39.79,1391,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_035472944.1?report=genbank&log$=nucltop&blast_rank=84&RID=ZUJACXKR016"",""XM_035472944.1"")"
"Verruconis gallopava uncharacterized protein (PV09_04970), mRNA",Verruconis gallopava,271,271,90%,1e-81,42.33,1710,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_016358414.1?report=genbank&log$=nucltop&blast_rank=85&RID=ZUJACXKR016"",""XM_016358414.1"")"
"Talaromyces proteolyticus putative MFS transporter (BGW36DRAFT_400074), partial mRNA",Talaromyces proteolyticus,266,266,93%,2e-81,42.32,1221,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_046218601.1?report=genbank&log$=nucltop&blast_rank=86&RID=ZUJACXKR016"",""XM_046218601.1"")"
"Penicillium malachiteum uncharacterized protein (N7483_005440), partial mRNA",Penicillium malachiteum,265,265,93%,2e-81,41.71,1188,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_057088877.1?report=genbank&log$=nucltop&blast_rank=87&RID=ZUJACXKR016"",""XM_057088877.1"")"
"Cadophora gregata Plasma membrane sulfite pump involved in sulfite metabolism (SSU1), partial mRNA",Cadophora gregata,266,266,91%,3e-81,41.01,1293,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_058504417.1?report=genbank&log$=nucltop&blast_rank=88&RID=ZUJACXKR016"",""XM_058504417.1"")"
"Aspergillus fumigatus sulfite transporter Ssu3 (SSU3) mRNA, complete cds",Aspergillus fumigatus,266,266,90%,3e-81,40.85,1323,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY861354.1?report=genbank&log$=nucltop&blast_rank=89&RID=ZUJACXKR016"",""AY861354.1"")"
"Ceraceosorus guamensis hypothetical protein (IE81DRAFT_294067), partial mRNA",Ceraceosorus guamensis,267,267,89%,4e-81,42.54,1446,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_025512033.1?report=genbank&log$=nucltop&blast_rank=90&RID=ZUJACXKR016"",""XM_025512033.1"")"
"Bipolaris maydis voltage-dependent anion channel-domain-containing protein (PSV08DRAFT_411415), mRNA",Bipolaris maydis,271,271,91%,4e-81,43.41,1812,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_066093890.1?report=genbank&log$=nucltop&blast_rank=91&RID=ZUJACXKR016"",""XM_066093890.1"")"
"Penicillium paradoxum malate permease (N7457_003857), partial mRNA",Penicillium paradoxum,264,264,88%,5e-81,43.48,1155,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_057174902.1?report=genbank&log$=nucltop&blast_rank=92&RID=ZUJACXKR016"",""XM_057174902.1"")"
"Alternaria rosae C4-dicarboxylate transporter/malic acid transport protein-like protein (BKA58DRAFT_129634), mRNA",Alternaria rosae,269,269,92%,5e-81,42.42,1661,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_046164359.1?report=genbank&log$=nucltop&blast_rank=93&RID=ZUJACXKR016"",""XM_046164359.1"")"
"Penicillium solitum C4-dicarboxylate transporter/malic acid transport protein (N7455_005005), partial mRNA",Penicillium solitum,266,266,88%,8e-81,39.94,1329,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_065604931.1?report=genbank&log$=nucltop&blast_rank=94&RID=ZUJACXKR016"",""XM_065604931.1"")"
"Penicillium coprophilum C4-dicarboxylate transporter/malic acid transport protein (N7500_001157), partial mRNA",Penicillium coprophilum,265,265,94%,9e-81,39.95,1266,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_056672303.1?report=genbank&log$=nucltop&blast_rank=95&RID=ZUJACXKR016"",""XM_056672303.1"")"
"Aspergillus campestris IBT 28561 C4-dicarboxylate transporter/malic acid transport protein (P168DRAFT_308560), mRNA",Aspergillus campestris IBT 28561,267,267,92%,1e-80,40.78,1506,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_024839210.1?report=genbank&log$=nucltop&blast_rank=96&RID=ZUJACXKR016"",""XM_024839210.1"")"
"Pseudocercospora fijiensis CIRAD86 uncharacterized protein (MYCFIDRAFT_118781), partial mRNA",Pseudocercospora fijiensis CIRAD86,263,263,88%,1e-80,41.60,1185,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_007924077.1?report=genbank&log$=nucltop&blast_rank=97&RID=ZUJACXKR016"",""XM_007924077.1"")"
"Penicillium robsamsonii C4-dicarboxylate transporter/malic acid transport protein (N7447_010003), partial mRNA",Penicillium robsamsonii,264,264,88%,2e-80,41.98,1278,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_057234265.1?report=genbank&log$=nucltop&blast_rank=98&RID=ZUJACXKR016"",""XM_057234265.1"")"
"Penicillium hispanicum malate permease (N7459_006220), partial mRNA",Penicillium hispanicum,264,264,88%,2e-80,42.90,1257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_056945404.1?report=genbank&log$=nucltop&blast_rank=99&RID=ZUJACXKR016"",""XM_056945404.1"")"
"Aspergillus versicolor CBS 583.65 uncharacterized protein (ASPVEDRAFT_44540), mRNA",Aspergillus versicolor CBS 583.65,266,266,99%,2e-80,39.69,1483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_040813068.1?report=genbank&log$=nucltop&blast_rank=100&RID=ZUJACXKR016"",""XM_040813068.1"")"



		


