Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
SDR family NAD(P)-dependent oxidoreductase [Caulobacteraceae bacterium],Caulobacteraceae bacterium,253,253,94%,2e-78,44.27,319,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDR3512991.1?report=genbank&log$=prottop&blast_rank=91&RID=ZV2YTXTE013"",""MDR3512991.1"")"
SDR family NAD(P)-dependent oxidoreductase [Sphingomonas sp. S2-65],Sphingomonas sp. S2-65,253,253,89%,2e-78,46.56,321,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_235077715.1?report=genbank&log$=prottop&blast_rank=92&RID=ZV2YTXTE013"",""WP_235077715.1"")"
SDR family NAD(P)-dependent oxidoreductase [Steroidobacteraceae bacterium],Steroidobacteraceae bacterium,253,253,89%,2e-78,45.42,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HSZ09889.1?report=genbank&log$=prottop&blast_rank=93&RID=ZV2YTXTE013"",""HSZ09889.1"")"
SDR family NAD(P)-dependent oxidoreductase [Bradyrhizobium rifense],Bradyrhizobium rifense,253,253,92%,2e-78,44.97,321,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_148778103.1?report=genbank&log$=prottop&blast_rank=94&RID=ZV2YTXTE013"",""WP_148778103.1"")"
SDR family NAD(P)-dependent oxidoreductase [Cyanobacteria bacterium P01_F01_bin.86],Cyanobacteria bacterium P01_F01_bin.86,253,253,95%,2e-78,43.57,311,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MEM9007965.1?report=genbank&log$=prottop&blast_rank=95&RID=ZV2YTXTE013"",""MEM9007965.1"")"
SDR family NAD(P)-dependent oxidoreductase [Singulisphaera acidiphila],Singulisphaera acidiphila,253,253,94%,3e-78,44.95,325,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_015247426.1?report=genbank&log$=prottop&blast_rank=96&RID=ZV2YTXTE013"",""WP_015247426.1"")"
SDR family NAD(P)-dependent oxidoreductase [Anaerolineae bacterium],Anaerolineae bacterium,253,253,95%,3e-78,45.17,318,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBA3874450.1?report=genbank&log$=prottop&blast_rank=97&RID=ZV2YTXTE013"",""MBA3874450.1"")"
SDR family NAD(P)-dependent oxidoreductase [Silvibacterium sp.],Silvibacterium sp.,253,253,89%,3e-78,45.63,328,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_415198502.1?report=genbank&log$=prottop&blast_rank=98&RID=ZV2YTXTE013"",""WP_415198502.1"")"
SDR family NAD(P)-dependent oxidoreductase [Cyanobacteria bacterium P01_G01_bin.54],Cyanobacteria bacterium P01_G01_bin.54,253,253,94%,3e-78,43.85,311,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MEM8638614.1?report=genbank&log$=prottop&blast_rank=99&RID=ZV2YTXTE013"",""MEM8638614.1"")"
oxidoreductase [Parasphingopyxis sp.],Parasphingopyxis sp.,253,253,94%,4e-78,44.55,321,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_299322962.1?report=genbank&log$=prottop&blast_rank=100&RID=ZV2YTXTE013"",""WP_299322962.1"")"



		


