Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
hypothetical protein BRADI_4g38730v3 [Brachypodium distachyon],Brachypodium distachyon,190,190,88%,3e-55,38.87,315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KQJ91626.1?report=genbank&log$=prottop&blast_rank=92&RID=ZV3SH815016"",""KQJ91626.1"")"
hypothetical protein GQ457_03G013590 [Hibiscus cannabinus],Hibiscus cannabinus,190,190,87%,3e-55,39.53,316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL4279300.1?report=genbank&log$=prottop&blast_rank=93&RID=ZV3SH815016"",""KAL4279300.1"")"
hypothetical protein QYF36_000934 [Acer negundo],Acer negundo,190,190,87%,3e-55,39.80,318,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK4836871.1?report=genbank&log$=prottop&blast_rank=94&RID=ZV3SH815016"",""KAK4836871.1"")"
"short-chain dehydrogenase TIC 32, chloroplastic [Trifolium repens]",Trifolium repens,191,191,93%,3e-55,37.74,353,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK2420826.1?report=genbank&log$=prottop&blast_rank=95&RID=ZV3SH815016"",""KAK2420826.1"")"
"short-chain dehydrogenase TIC 32, chloroplastic-like [Lolium rigidum]",Lolium rigidum,190,190,93%,3e-55,40.69,323,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_047091566.1?report=genbank&log$=prottop&blast_rank=96&RID=ZV3SH815016"",""XP_047091566.1"")"
"short-chain dehydrogenase TIC 32, chloroplastic [Lolium perenne]",Lolium perenne,190,190,87%,3e-55,42.18,323,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_051179863.1?report=genbank&log$=prottop&blast_rank=97&RID=ZV3SH815016"",""XP_051179863.1"")"
WW domain-containing oxidoreductase [Micractinium conductrix],Micractinium conductrix,189,189,95%,3e-55,38.01,309,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PSC68474.1?report=genbank&log$=prottop&blast_rank=98&RID=ZV3SH815016"",""PSC68474.1"")"
unnamed protein product [Miscanthus lutarioriparius],Miscanthus lutarioriparius,189,189,88%,4e-55,39.87,316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAD6220003.1?report=genbank&log$=prottop&blast_rank=99&RID=ZV3SH815016"",""CAD6220003.1"")"
hypothetical protein LWI29_037006 [Acer saccharum],Acer saccharum,189,189,87%,5e-55,39.80,318,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK0598687.1?report=genbank&log$=prottop&blast_rank=100&RID=ZV3SH815016"",""KAK0598687.1"")"



		


