Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
uncharacterized protein HMPREF1541_10631 [Cyphellophora europaea CBS 101466],Cyphellophora europaea CBS 101466,301,301,88%,7e-95,45.19,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_008713523.1?report=genbank&log$=prottop&blast_rank=92&RID=ZUKG35SP013"",""XP_008713523.1"")"
sulfite transporter Ssu1 [Nemania diffusa],Nemania diffusa,301,301,90%,7e-95,44.79,435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI1149552.1?report=genbank&log$=prottop&blast_rank=93&RID=ZUKG35SP013"",""KAI1149552.1"")"
"hypothetical protein B7463_g950, partial [Scytalidium lignicola]",Scytalidium lignicola,301,301,88%,7e-95,44.80,430,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RFU35370.1?report=genbank&log$=prottop&blast_rank=94&RID=ZUKG35SP013"",""RFU35370.1"")"
hypothetical protein B0A48_18657 [Cryoendolithus antarcticus],Cryoendolithus antarcticus,301,301,93%,8e-95,43.85,433,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OQN95275.1?report=genbank&log$=prottop&blast_rank=95&RID=ZUKG35SP013"",""OQN95275.1"")"
voltage-dependent anion channel [Mucor lusitanicus],Mucor lusitanicus,299,299,90%,8e-95,45.14,373,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF1807109.1?report=genbank&log$=prottop&blast_rank=96&RID=ZUKG35SP013"",""KAF1807109.1"")"
hypothetical protein EKO04_001945 [Ascochyta lentis],Ascochyta lentis,300,300,92%,8e-95,45.90,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF9700560.1?report=genbank&log$=prottop&blast_rank=97&RID=ZUKG35SP013"",""KAF9700560.1"")"
sulfite efflux pump SSU1 [Trichophyton soudanense CBS 452.61],Trichophyton soudanense CBS 452.61,302,302,86%,8e-95,48.80,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EZF70345.1?report=genbank&log$=prottop&blast_rank=98&RID=ZUKG35SP013"",""EZF70345.1"")"
uncharacterized protein K489DRAFT_391554 [Dissoconium aciculare CBS 342.82],Dissoconium aciculare CBS 342.82,301,301,90%,9e-95,47.31,418,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033454752.1?report=genbank&log$=prottop&blast_rank=99&RID=ZUKG35SP013"",""XP_033454752.1"")"
hypothetical protein BGAL_0044g00320 [Botrytis galanthina],Botrytis galanthina,302,302,95%,1e-94,44.00,461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/THV53707.1?report=genbank&log$=prottop&blast_rank=100&RID=ZUKG35SP013"",""THV53707.1"")"



		


