Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"MAG: Pseudomonadaceae bacterium isolate ec8c9713-4986-4da9-af5a-080fccaf3543 genome assembly, chromosome: 1",Pseudomonadaceae bacterium,227,227,89%,2e-61,39.20,5010214,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OY761464.1?report=genbank&log$=nucltop&blast_rank=90&RID=ZV4EMXFF016"",""OY761464.1"")"
Pseudomonas thivervalensis strain PLM3 genome,Pseudomonas thivervalensis,227,227,93%,2e-61,36.71,6591188,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP022202.1?report=genbank&log$=nucltop&blast_rank=91&RID=ZV4EMXFF016"",""CP022202.1"")"
Pseudomonas thivervalensis strain SC5 genome,Pseudomonas thivervalensis,227,227,93%,2e-61,36.71,6592350,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP022201.1?report=genbank&log$=nucltop&blast_rank=92&RID=ZV4EMXFF016"",""CP022201.1"")"
"Pseudomonas thivervalensis strain NFX106 chromosome, complete genome",Pseudomonas thivervalensis,227,227,93%,2e-61,36.71,6634381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP183197.1?report=genbank&log$=nucltop&blast_rank=93&RID=ZV4EMXFF016"",""CP183197.1"")"
"Pseudomonas sp. FP1740 chromosome, complete genome",Pseudomonas sp. FP1740,226,226,89%,3e-61,35.98,6695170,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP117461.1?report=genbank&log$=nucltop&blast_rank=94&RID=ZV4EMXFF016"",""CP117461.1"")"
"Pseudomonas frederiksbergensis strain AS1 chromosome, complete genome",Pseudomonas frederiksbergensis,226,226,89%,3e-61,38.70,6126864,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP018319.1?report=genbank&log$=nucltop&blast_rank=95&RID=ZV4EMXFF016"",""CP018319.1"")"
"Pseudomonas frederiksbergensis strain KNU-15 chromosome, complete genome",Pseudomonas frederiksbergensis,226,226,89%,3e-61,37.39,6595804,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP023466.1?report=genbank&log$=nucltop&blast_rank=96&RID=ZV4EMXFF016"",""CP023466.1"")"
"Pseudomonas helleri strain NF1a chromosome, complete genome",Pseudomonas helleri,226,226,95%,4e-61,37.67,5638943,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP174501.1?report=genbank&log$=nucltop&blast_rank=97&RID=ZV4EMXFF016"",""CP174501.1"")"
"Pseudomonas sp. LT1P18 chromosome, complete genome",Pseudomonas sp. LT1P18,226,226,89%,4e-61,38.35,6932784,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP180480.1?report=genbank&log$=nucltop&blast_rank=98&RID=ZV4EMXFF016"",""CP180480.1"")"
Pseudomonas sp. Colony2 chromosome,Pseudomonas sp. Colony2,226,226,87%,5e-61,37.83,7226816,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP080030.1?report=genbank&log$=nucltop&blast_rank=99&RID=ZV4EMXFF016"",""CP080030.1"")"
"Pseudomonas arsenicoxydans strain CECT 7543 genome assembly, chromosome: I",Pseudomonas arsenicoxydans,225,225,96%,5e-61,36.94,6502978,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629705.1?report=genbank&log$=nucltop&blast_rank=100&RID=ZV4EMXFF016"",""LT629705.1"")"



		


