Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Fusarium mangiferae related to reductases (FMAN_13522), partial mRNA",Fusarium mangiferae,319,319,99%,3e-104,50.30,996,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_041833001.1?report=genbank&log$=nucltop&blast_rank=84&RID=ZUKKA6V0016"",""XM_041833001.1"")"
"Fusarium solani uncharacterized protein (MRS44_015356), partial mRNA",Fusarium solani,319,319,99%,3e-104,51.50,996,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_046279721.1?report=genbank&log$=nucltop&blast_rank=85&RID=ZUKKA6V0016"",""XM_046279721.1"")"
"Parastagonospora nodorum SN15 hypothetical protein (SNOG_07026), partial mRNA",Parastagonospora nodorum SN15,320,320,99%,4e-104,51.05,1011,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_001797329.1?report=genbank&log$=nucltop&blast_rank=86&RID=ZUKKA6V0016"",""XM_001797329.1"")"
"Cenococcum geophilum 1.58 NAD(P)-binding protein (K441DRAFT_662810), mRNA",Cenococcum geophilum 1.58,328,328,99%,4e-104,51.04,1771,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_067649101.1?report=genbank&log$=nucltop&blast_rank=87&RID=ZUKKA6V0016"",""XM_067649101.1"")"
"Colletotrichum chrysophilum uncharacterized protein (COL26b_010669), partial mRNA",Colletotrichum chrysophilum,320,320,100%,4e-104,50.30,1017,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_053183361.1?report=genbank&log$=nucltop&blast_rank=88&RID=ZUKKA6V0016"",""XM_053183361.1"")"
"Verticillium dahliae VdLs.17 WW domain-containing oxidoreductase (VDAG_05819), partial mRNA",Verticillium dahliae VdLs.17,319,319,99%,6e-104,49.70,1020,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_009655216.1?report=genbank&log$=nucltop&blast_rank=89&RID=ZUKKA6V0016"",""XM_009655216.1"")"
"Colletotrichum graminicola M1.001 short chain dehydrogenase (GLRG_10356), partial mRNA",Colletotrichum graminicola M1.001,319,319,100%,6e-104,51.18,1020,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_008101041.1?report=genbank&log$=nucltop&blast_rank=90&RID=ZUKKA6V0016"",""XM_008101041.1"")"
"Aspergillus viridinutans uncharacterized protein (Aspvir_009261), partial mRNA",Aspergillus viridinutans,319,319,99%,6e-104,52.40,1005,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_043272410.1?report=genbank&log$=nucltop&blast_rank=91&RID=ZUKKA6V0016"",""XM_043272410.1"")"
"Neohortaea acidophila uncharacterized protein (BDY17DRAFT_308409), partial mRNA",Neohortaea acidophila,319,319,99%,6e-104,48.53,1023,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_033735207.1?report=genbank&log$=nucltop&blast_rank=92&RID=ZUKKA6V0016"",""XM_033735207.1"")"
"Fusarium odoratissimum NRRL 54006 alcohol dehydrogenase (FOIG_13503), partial mRNA",Fusarium odoratissimum NRRL 54006,318,318,99%,7e-104,49.70,996,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_031214661.1?report=genbank&log$=nucltop&blast_rank=93&RID=ZUKKA6V0016"",""XM_031214661.1"")"
"Fusarium redolens uncharacterized protein (BKA55DRAFT_526157), partial mRNA",Fusarium redolens,319,319,99%,7e-104,50.60,1020,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_046188811.1?report=genbank&log$=nucltop&blast_rank=94&RID=ZUKKA6V0016"",""XM_046188811.1"")"
"Ilyonectria robusta uncharacterized protein (BGZ61DRAFT_366997), partial mRNA",Ilyonectria robusta,319,319,99%,8e-104,50.30,1014,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_046241737.1?report=genbank&log$=nucltop&blast_rank=95&RID=ZUKKA6V0016"",""XM_046241737.1"")"
"Colletotrichum spaethianum retinol dehydrogenase 14 (ColSpa_07265), partial mRNA",Colletotrichum spaethianum,319,319,100%,8e-104,52.07,1017,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_049273477.1?report=genbank&log$=nucltop&blast_rank=96&RID=ZUKKA6V0016"",""XM_049273477.1"")"
"Verticillium dahliae VdLs.17 WW domain-containing oxidoreductase (VDAG_07569), partial mRNA",Verticillium dahliae VdLs.17,319,319,99%,8e-104,49.55,1017,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_009656474.1?report=genbank&log$=nucltop&blast_rank=97&RID=ZUKKA6V0016"",""XM_009656474.1"")"
"Colletotrichum fioriniae uncharacterized protein (N0V96_009836), partial mRNA",Colletotrichum fioriniae,318,318,99%,1e-103,49.85,999,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_053198074.2?report=genbank&log$=nucltop&blast_rank=98&RID=ZUKKA6V0016"",""XM_053198074.2"")"
"Diaporthe amygdali short-chain dehydrogenase (J7T55_005166), partial mRNA",Diaporthe amygdali,318,318,99%,1e-103,50.75,1011,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_053144539.1?report=genbank&log$=nucltop&blast_rank=99&RID=ZUKKA6V0016"",""XM_053144539.1"")"
"Fusarium falciforme Hypothetical protein (NCS54_00858300), partial mRNA",Fusarium falciforme,318,318,99%,2e-103,51.04,1020,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_053153965.1?report=genbank&log$=nucltop&blast_rank=100&RID=ZUKKA6V0016"",""XM_053153965.1"")"



		


