Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
MULTISPECIES: TDT family transporter [unclassified Pseudomonas],unclassified Pseudomonas,238,238,94%,8e-71,39.62,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_169370933.1?report=genbank&log$=prottop&blast_rank=96&RID=ZV2Y8080016"",""WP_169370933.1"")"
TDT family transporter [Pseudomonas hygromyciniae],Pseudomonas hygromyciniae,238,238,92%,8e-71,38.02,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_205475552.1?report=genbank&log$=prottop&blast_rank=97&RID=ZV2Y8080016"",""WP_205475552.1"")"
TDT family transporter [Pseudomonas sp. TAE6080],Pseudomonas sp. TAE6080,238,238,92%,8e-71,38.84,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_215519467.1?report=genbank&log$=prottop&blast_rank=98&RID=ZV2Y8080016"",""WP_215519467.1"")"
MULTISPECIES: TDT family transporter [unclassified Pseudomonas],unclassified Pseudomonas,238,238,91%,8e-71,42.22,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_322221784.1?report=genbank&log$=prottop&blast_rank=99&RID=ZV2Y8080016"",""WP_322221784.1"")"
TDT family transporter [Pseudomonas sp. IT-P253],Pseudomonas sp. IT-P253,238,238,89%,9e-71,40.68,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_414908514.1?report=genbank&log$=prottop&blast_rank=100&RID=ZV2Y8080016"",""WP_414908514.1"")"



		


