Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"PREDICTED: Hibiscus syriacus short-chain dehydrogenase TIC 32 B, chloroplastic-like (LOC120188192), mRNA",Hibiscus syriacus,157,157,95%,2e-42,35.80,1036,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_039191699.1?report=genbank&log$=nucltop&blast_rank=78&RID=ZV48DA1N016"",""XM_039191699.1"")"
"PREDICTED: Zingiber officinale short-chain dehydrogenase TIC 32 B, chloroplastic-like (LOC121998132), mRNA",Zingiber officinale,159,159,93%,3e-42,37.58,1301,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_042552892.1?report=genbank&log$=nucltop&blast_rank=79&RID=ZV48DA1N016"",""XM_042552892.1"")"
"PREDICTED: Panicum virgatum short-chain dehydrogenase TIC 32, chloroplastic-like (LOC120685425), mRNA",Panicum virgatum,161,161,96%,3e-42,35.47,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_039967348.1?report=genbank&log$=nucltop&blast_rank=80&RID=ZV48DA1N016"",""XM_039967348.1"")"
"PREDICTED: Zingiber officinale short-chain dehydrogenase TIC 32 B, chloroplastic-like (LOC121981332), mRNA",Zingiber officinale,160,160,96%,3e-42,36.36,1346,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_042533786.1?report=genbank&log$=nucltop&blast_rank=81&RID=ZV48DA1N016"",""XM_042533786.1"")"
"PREDICTED: Trifolium pratense short-chain dehydrogenase TIC 32, chloroplastic-like (LOC123905464), transcript variant X2, mRNA",Trifolium pratense,157,157,86%,3e-42,35.27,990,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_045955070.1?report=genbank&log$=nucltop&blast_rank=82&RID=ZV48DA1N016"",""XM_045955070.1"")"
"PREDICTED: Nicotiana attenuata short-chain dehydrogenase TIC 32, chloroplastic-like (LOC109221074), mRNA",Nicotiana attenuata,159,159,87%,3e-42,36.91,1323,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_019385557.1?report=genbank&log$=nucltop&blast_rank=83&RID=ZV48DA1N016"",""XM_019385557.1"")"
"PREDICTED: Nicotiana sylvestris short-chain dehydrogenase TIC 32, chloroplastic-like (LOC104229196), mRNA",Nicotiana sylvestris,159,159,92%,3e-42,36.62,1282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_009781780.2?report=genbank&log$=nucltop&blast_rank=84&RID=ZV48DA1N016"",""XM_009781780.2"")"
"PREDICTED: Nicotiana tabacum short-chain dehydrogenase TIC 32, chloroplastic (LOC107778526), transcript variant X1, mRNA",Nicotiana tabacum,159,159,92%,4e-42,36.62,1285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_016598802.1?report=genbank&log$=nucltop&blast_rank=85&RID=ZV48DA1N016"",""XM_016598802.1"")"
"PREDICTED: Gossypium raimondii short-chain dehydrogenase TIC 32, chloroplastic (LOC105798548), transcript variant X1, mRNA",Gossypium raimondii,159,159,93%,4e-42,34.48,1328,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_012628661.2?report=genbank&log$=nucltop&blast_rank=86&RID=ZV48DA1N016"",""XM_012628661.2"")"
"PREDICTED: Miscanthus floridulus short-chain dehydrogenase TIC 32, chloroplastic-like (LOC136483618), mRNA",Miscanthus floridulus,159,159,87%,4e-42,36.12,1326,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_066480729.1?report=genbank&log$=nucltop&blast_rank=87&RID=ZV48DA1N016"",""XM_066480729.1"")"
"Arabidopsis thaliana mRNA for hypothetical protein, complete cds, clone: RAFL14-09-H21",Arabidopsis thaliana,158,158,94%,4e-42,33.64,1163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AK227455.1?report=genbank&log$=nucltop&blast_rank=88&RID=ZV48DA1N016"",""AK227455.1"")"
"PREDICTED: Triticum urartu short-chain dehydrogenase TIC 32, chloroplastic-like (LOC125550132), mRNA",Triticum urartu,159,159,88%,4e-42,36.21,1345,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_048713048.1?report=genbank&log$=nucltop&blast_rank=89&RID=ZV48DA1N016"",""XM_048713048.1"")"
"PREDICTED: Triticum urartu short-chain dehydrogenase TIC 32, chloroplastic-like (LOC125550134), mRNA",Triticum urartu,159,159,88%,4e-42,36.21,1345,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_048713050.1?report=genbank&log$=nucltop&blast_rank=90&RID=ZV48DA1N016"",""XM_048713050.1"")"
"PREDICTED: Gossypium hirsutum short-chain dehydrogenase TIC 32, chloroplastic (LOC107888285), transcript variant X2, mRNA",Gossypium hirsutum,160,160,95%,5e-42,34.46,1474,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_016812343.2?report=genbank&log$=nucltop&blast_rank=91&RID=ZV48DA1N016"",""XM_016812343.2"")"
"PREDICTED: Nymphaea colorata short-chain dehydrogenase TIC 32, chloroplastic-like (LOC116267045), mRNA",Nymphaea colorata,159,159,87%,6e-42,35.59,1376,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_031648593.2?report=genbank&log$=nucltop&blast_rank=92&RID=ZV48DA1N016"",""XM_031648593.2"")"
"PREDICTED: Erythranthe guttatus short-chain dehydrogenase TIC 32, chloroplastic-like (LOC105977570), transcript variant X2, mRNA",Erythranthe guttata,159,159,86%,6e-42,36.05,1318,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_013002890.1?report=genbank&log$=nucltop&blast_rank=93&RID=ZV48DA1N016"",""XM_013002890.1"")"
"PREDICTED: Triticum aestivum short-chain dehydrogenase TIC 32, chloroplastic-like (LOC123090483), transcript variant X2, mRNA",Triticum aestivum,158,158,88%,8e-42,35.76,1304,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_044511787.1?report=genbank&log$=nucltop&blast_rank=94&RID=ZV48DA1N016"",""XM_044511787.1"")"
"PREDICTED: Coffea arabica short-chain dehydrogenase TIC 32, chloroplastic (LOC113703516), transcript variant X2, mRNA",Coffea arabica,159,159,94%,8e-42,35.38,1450,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_027224910.2?report=genbank&log$=nucltop&blast_rank=95&RID=ZV48DA1N016"",""XM_027224910.2"")"
"PREDICTED: Coffea arabica short-chain dehydrogenase TIC 32, chloroplastic-like (LOC113707154), transcript variant X1, mRNA",Coffea arabica,159,159,95%,8e-42,35.38,1474,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_072063280.1?report=genbank&log$=nucltop&blast_rank=96&RID=ZV48DA1N016"",""XM_072063280.1"")"
"PREDICTED: Ricinus communis short-chain dehydrogenase TIC 32, chloroplastic (LOC8280994), transcript variant X3, mRNA",Ricinus communis,159,159,87%,1e-41,35.47,1453,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_015715780.3?report=genbank&log$=nucltop&blast_rank=97&RID=ZV48DA1N016"",""XM_015715780.3"")"
"PREDICTED: Prunus avium short-chain dehydrogenase TIC 32, chloroplastic-like (LOC110767751), mRNA",Prunus avium,158,158,93%,1e-41,34.91,1293,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_021971391.1?report=genbank&log$=nucltop&blast_rank=98&RID=ZV48DA1N016"",""XM_021971391.1"")"
"PREDICTED: Sesamum indicum short-chain dehydrogenase TIC 32, chloroplastic-like (LOC105166688), mRNA",Sesamum indicum,158,158,87%,1e-41,36.27,1302,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_011086135.2?report=genbank&log$=nucltop&blast_rank=99&RID=ZV48DA1N016"",""XM_011086135.2"")"
"PREDICTED: Oryza glaberrima short-chain dehydrogenase TIC 32, chloroplastic-like (LOC127755565), mRNA",Oryza glaberrima,159,159,87%,1e-41,37.37,1401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_052281244.1?report=genbank&log$=nucltop&blast_rank=100&RID=ZV48DA1N016"",""XM_052281244.1"")"



		


