Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Rhizobium leguminosarum strain Ta6 chromosome, complete genome",Rhizobium leguminosarum,216,395,97%,3e-58,38.29,4888755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP090117.1?report=genbank&log$=nucltop&blast_rank=89&RID=ZV4CMEA8016"",""CP090117.1"")"
"Sphingobium phenoxybenzoativorans strain Tas13 chromosome, complete genome",Sphingobium phenoxybenzoativorans,215,531,93%,3e-58,40.37,4828758,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP073910.1?report=genbank&log$=nucltop&blast_rank=90&RID=ZV4CMEA8016"",""CP073910.1"")"
"Rhizobium leguminosarum strain Ta6k chromosome, complete genome",Rhizobium leguminosarum,215,395,97%,3e-58,38.29,5052683,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP090198.1?report=genbank&log$=nucltop&blast_rank=91&RID=ZV4CMEA8016"",""CP090198.1"")"
"Terriglobus albidus strain ORNL chromosome, complete genome",Terriglobus albidus,215,215,91%,4e-58,41.01,6405582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP042806.1?report=genbank&log$=nucltop&blast_rank=92&RID=ZV4CMEA8016"",""CP042806.1"")"
"Novosphingobium sp. Gsoil 351 chromosome, complete genome",Novosphingobium sp. Gsoil 351,215,215,93%,4e-58,40.63,3818329,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP046120.1?report=genbank&log$=nucltop&blast_rank=93&RID=ZV4CMEA8016"",""CP046120.1"")"
"Deinococcus gobiensis I-0, complete genome",Deinococcus gobiensis I-0,215,336,96%,4e-58,41.05,3137147,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP002191.1?report=genbank&log$=nucltop&blast_rank=94&RID=ZV4CMEA8016"",""CP002191.1"")"
"Paenarthrobacter sp. S56 chromosome, complete genome",Paenarthrobacter sp. S56,215,215,93%,4e-58,41.07,4200315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP152470.1?report=genbank&log$=nucltop&blast_rank=95&RID=ZV4CMEA8016"",""CP152470.1"")"
"MAG: uncultured delta proteobacterium isolate MFD05502.bin.1.132 genome assembly, chromosome: 1",uncultured delta proteobacterium,215,530,95%,4e-58,40.69,4578945,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OY970324.1?report=genbank&log$=nucltop&blast_rank=96&RID=ZV4CMEA8016"",""OY970324.1"")"
"Sphingomonas sediminicola strain KACC 15039 chromosome, complete genome",Sphingomonas sediminicola,214,214,93%,5e-58,40.25,2757025,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP060782.1?report=genbank&log$=nucltop&blast_rank=97&RID=ZV4CMEA8016"",""CP060782.1"")"
"Sphingomonas panacis strain DCY99, complete genome",Sphingomonas panacis,214,481,98%,5e-58,40.26,5003808,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP014168.1?report=genbank&log$=nucltop&blast_rank=98&RID=ZV4CMEA8016"",""CP014168.1"")"
"MAG: uncultured Alphaproteobacteria bacterium isolate MFD06092.bin.c.4 genome assembly, chromosome: 1",uncultured Alphaproteobacteria bacterium,214,488,99%,6e-58,42.04,4962453,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OY970252.1?report=genbank&log$=nucltop&blast_rank=99&RID=ZV4CMEA8016"",""OY970252.1"")"
"Granulicella mallensis MP5ACTX8 chromosome, complete genome",Granulicella mallensis MP5ACTX8,214,446,91%,6e-58,41.29,6237577,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP003130.1?report=genbank&log$=nucltop&blast_rank=100&RID=ZV4CMEA8016"",""CP003130.1"")"



		


