Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
hypothetical protein LUZ60_016572 [Juncus effusus],Juncus effusus,138,138,64%,1e-31,34.44,509,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ3680294.1?report=genbank&log$=prottop&blast_rank=95&RID=ZWDGWW0H013"",""KAJ3680294.1"")"
"uncharacterized protein LOC101512759, partial [Cicer arietinum]",Cicer arietinum,137,137,71%,1e-31,32.83,453,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_027191149.1?report=genbank&log$=prottop&blast_rank=96&RID=ZWDGWW0H013"",""XP_027191149.1"")"
uncharacterized protein LOC9659714 isoform X3 [Selaginella moellendorffii],Selaginella moellendorffii,138,138,63%,1e-31,31.38,506,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_024529890.1?report=genbank&log$=prottop&blast_rank=97&RID=ZWDGWW0H013"",""XP_024529890.1"")"
uncharacterized protein LOC126618536 isoform X3 [Malus sylvestris],Malus sylvestris,138,138,65%,1e-31,33.11,498,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_050142609.1?report=genbank&log$=prottop&blast_rank=98&RID=ZWDGWW0H013"",""XP_050142609.1"")"
uncharacterized protein LOC126618536 isoform X2 [Malus sylvestris],Malus sylvestris,138,138,65%,1e-31,33.11,500,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_050142601.1?report=genbank&log$=prottop&blast_rank=99&RID=ZWDGWW0H013"",""XP_050142601.1"")"
uncharacterized protein LOC126618536 isoform X1 [Malus sylvestris],Malus sylvestris,138,138,65%,1e-31,33.11,502,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_050142595.1?report=genbank&log$=prottop&blast_rank=100&RID=ZWDGWW0H013"",""XP_050142595.1"")"



		


