target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	change	GeneID	Feature	Contig	Start	Stop	Strand	Name	Product	Alias.Synonyms	EC_number	BUSCO	PFAM	InterPro	COG	GO.Terms	Protease	CAZyme	is_secreted
GTX0536PRED_003533-T1	0.00111451337680064	0.00491717694229969	0.85438594282377	0.262089583588323	5.26712126744224	0.200392706667141	0.0153808587945798	0.0303139855519739	0.134490304461057	0.134490304461057	lowFC	GTX0536PRED_003533	mRNA	GTX0536_4	1395900	1400938	+	APR1	aspartic proteinase precursor	NA	NA		PF00085;PF01507	IPR002500 Phosphoadenosine phosphosulphate reductase;IPR004508 Thioredoxin-independent 5'-adenylylsulphate reductase;IPR013766 Thioredoxin domain;IPR014729 Rossmann-like alpha/beta/alpha sandwich fold;IPR036249 Thioredoxin-like superfamily	NA	GO_function: GO:0003824 - catalytic activity [Evidence IEA];GO_function: GO:0016671 - oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor [Evidence IEA];GO_process: GO:0019419 - sulfate reduction [Evidence IEA]			No
GTX0536PRED_005337-T1	0.0105525183245068	0.034632007507095	0.848570180774503	0.331838517900511	6.62220767182448	0.373335833315201	0.00478824275511622	0.235466597890136	0.0886527172282977	0.235466597890136	lowFC	GTX0536PRED_005337	mRNA	GTX0536_6	2104730	2108777	-		hypothetical protein	NA	NA		PF00081;PF02777	IPR001189 Manganese/iron superoxide dismutase;IPR019831 Manganese/iron superoxide dismutase, N-terminal;IPR019832 Manganese/iron superoxide dismutase, C-terminal;IPR019833 Manganese/iron superoxide dismutase, binding site;IPR036314 Manganese/iron superoxide dismutase, C-terminal domain superfamily;IPR036324 Manganese/iron superoxide dismutase, N-terminal domain superfamily	NA	GO_function: GO:0046872 - metal ion binding [Evidence IEA];GO_function: GO:0004784 - superoxide dismutase activity [Evidence IEA];GO_process: GO:0006801 - superoxide metabolic process [Evidence IEA]			No
GTX0536PRED_000110-T1	0.000213384429563821	0.00106920840956443	0.843794658732158	0.227891242842099	6.01158107296116	0.257323460330611	0.0042086522196877	0.109102806465658	0.0983662154382758	0.109102806465658	lowFC	GTX0536PRED_000110	mRNA	GTX0536_1	590156	595957	+		hypothetical protein	NA	NA	2202at3041	PF04055;PF06968	IPR002684 Biotin synthase/Biotin biosynthesis bifunctional protein BioAB;IPR006638 Elp3/MiaA/NifB-like, radical SAM core domain;IPR007197 Radical SAM;IPR010722 Biotin and thiamin synthesis-associated domain;IPR013785 Aldolase-type TIM barrel;IPR024177 Biotin synthase	NA	GO_function: GO:0051536 - iron-sulfur cluster binding [Evidence IEA];GO_function: GO:0003824 - catalytic activity [Evidence IEA];GO_function: GO:0004076 - biotin synthase activity [Evidence IEA];GO_process: GO:0009102 - biotin biosynthetic process [Evidence IEA]			No
GTX0536PRED_003565-T1	0.0051768109407754	0.0188651058439166	0.842861746103885	0.301472029807483	5.04333622113044	0.303644602707235	0.0274450133407296	0.137715836605824	0.170850371581984	0.170850371581984	lowFC	GTX0536PRED_003565	mRNA	GTX0536_4	1621494	1627257	+		hypothetical protein	NA	NA			IPR006047 Glycosyl hydrolase, family 13, catalytic domain;IPR017853 Glycoside hydrolase superfamily;IPR022527 Sucrose phosphorylase	NA	GO_function: GO:0003824 - catalytic activity [Evidence IEA];GO_function: GO:0004645 - 1,4-alpha-oligoglucan phosphorylase activity [Evidence IEA];GO_process: GO:0005975 - carbohydrate metabolic process [Evidence IEA];GO_process: GO:0044262 - cellular carbohydrate metabolic process [Evidence IEA]		GH13	No
GTX0536PRED_003642-T1	0.00902740172901823	0.0304824178719918	0.84008092645778	0.321745002565944	4.93605565724626	0.292434295381243	0.0214348937462148	0.132404594940461	0.20442658991086	0.20442658991086	lowFC	GTX0536PRED_003642	mRNA	GTX0536_4	1956967	1961665	-		hypothetical protein	NA	NA		PF04755	IPR006843 Plastid lipid-associated protein/fibrillin conserved domain;IPR039633 Plastid-lipid-associated protein	NA				No
GTX0536PRED_004495-T1	0.00167789967534933	0.00701667136964264	0.83844969858425	0.266851031710496	5.22660220470445	0.23424811103219	0.0166976954423783	0.073154250862636	0.138668427739344	0.138668427739344	lowFC	GTX0536PRED_004495	mRNA	GTX0536_5	2089865	2093826	-	DEGP1	Protease Do-like 1, chloroplastic	NA	NA		PF00089;PF13180;PF13365	IPR001478 PDZ domain;IPR001940 Peptidase S1C;IPR009003 Peptidase S1, PA clan;IPR036034 PDZ superfamily;IPR043504 Peptidase S1, PA clan, chymotrypsin-like fold	NA	GO_function: GO:0004252 - serine-type endopeptidase activity [Evidence IEA];GO_function: GO:0005515 - protein binding [Evidence IEA];GO_process: GO:0006508 - proteolysis [Evidence IEA]	S01C		No
GTX0536PRED_009028-T1	0.00590731852881685	0.0213058300666582	0.829466413595264	0.301308379943423	4.99978068178649	0.213125344978255	0.01504294030794	0.054971597033736	0.183037219308344	0.183037219308344	lowFC	GTX0536PRED_009028	mRNA	GTX0536_12	347449	350385	-		hypothetical protein	NA	NA	3120at3041	PF02353;PF08241;PF08242;PF13489;PF13649;PF13847	IPR013216 Methyltransferase type 11;IPR025774 SAM-dependent methyltransferase gTMT-type;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily	NA	GO_function: GO:0008168 - methyltransferase activity [Evidence IEA];GO_process: GO:0032259 - methylation [Evidence IEA]			No
GTX0536PRED_001455-T1	0.000953976213103092	0.00425590850832712	0.829350874405521	0.251032457319385	5.36287552333749	0.16996370727246	0.0107975459319117	0.0113060788248333	0.126694733256035	0.126694733256035	lowFC	GTX0536PRED_001455	mRNA	GTX0536_2	1569404	1572754	-		hypothetical protein	NA	NA		PF03807;PF14748	IPR000304 Pyrroline-5-carboxylate reductase;IPR008927 6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily;IPR028939 Pyrroline-5-carboxylate reductase, catalytic, N-terminal;IPR029036 Pyrroline-5-carboxylate reductase, dimerisation domain;IPR036291 NAD(P)-binding domain superfamily	NA	GO_function: GO:0004735 - pyrroline-5-carboxylate reductase activity [Evidence IEA];GO_process: GO:0006561 - proline biosynthetic process [Evidence IEA]			No
GTX0536PRED_003556-T1	0.000140668204176067	0.000724247671409254	0.827423235315745	0.217343136868287	6.0323772911076	0.217731986857239	0.00507146104982195	0.0708822511332825	0.0979933516274439	0.0979933516274439	lowFC	GTX0536PRED_003556	mRNA	GTX0536_4	1566863	1569328	-		hypothetical protein	NA	NA		PF00226;PF13370;PF13459	IPR001623 DnaJ domain;IPR017896 4Fe-4S ferredoxin-type, iron-sulphur binding domain;IPR017900 4Fe-4S ferredoxin, iron-sulphur binding, conserved site;IPR036869 Chaperone J-domain superfamily	NA				No
GTX0536PRED_008388-T1	8.92727387300391e-05	0.000473533657611512	0.824985645267739	0.210560924646625	6.24848881114316	0.198387660232291	0.00378471238788551	0.0516517630465003	0.0929481668587507	0.0929481668587507	lowFC	GTX0536PRED_008388	mRNA	GTX0536_11	71733	73297	-		hypothetical protein	NA	NA		PF09585	IPR011719 Conserved hypothetical protein CHP02058;IPR037103 Tubulin/FtsZ-like, C-terminal domain	NA				No
GTX0536PRED_002545-T1	0.00974287599928885	0.0324685392565374	0.821917324854407	0.317978080361568	4.94246777571878	0.288328568242528	0.0185252691729507	0.138070572980366	0.202078497206165	0.202078497206165	lowFC	GTX0536PRED_002545	mRNA	GTX0536_3	1346293	1352431	-		hypothetical protein	NA	NA			IPR001763 Rhodanese-like domain;IPR036873 Rhodanese-like domain superfamily;IPR044690 Calcium sensing receptor, plant	NA	GO_process: GO:0009704 - de-etiolation [Evidence IEA];GO_process: GO:0071277 - cellular response to calcium ion [Evidence IEA];GO_process: GO:0090333 - regulation of stomatal closure [Evidence IEA]			No
GTX0536PRED_001174-T1	9.47420937050261e-05	0.000500652193853678	0.813511097975036	0.20839609406079	7.06574287880062	0.217719087339922	0.00290887290433064	0.078564786193713	0.0918451605934012	0.0918451605934012	lowFC	GTX0536PRED_001174	mRNA	GTX0536_2	82280	83589	-		hypothetical protein	NA	NA		PF00085;PF13098	IPR005746 Thioredoxin;IPR013766 Thioredoxin domain;IPR017937 Thioredoxin, conserved site;IPR036249 Thioredoxin-like superfamily	NA	GO_function: GO:0015035 - protein-disulfide reductase activity [Evidence IEA];GO_process: GO:0006662 - glycerol ether metabolic process [Evidence IEA]			No
GTX0536PRED_004919-T1	0.000152051207525824	0.0007799921175822	0.81222366428771	0.214437439589871	7.35714116858988	0.173377601454862	0.00121849995230592	0.0314942416652691	0.0991089520430239	0.0991089520430239	lowFC	GTX0536PRED_004919	mRNA	GTX0536_5	4113967	4116311	-	RPS23	40S ribosomal protein S23	NA	NA		PF00164	IPR005680 Ribosomal protein S23, eukaryotic/archaeal;IPR006032 Ribosomal protein S12/S23;IPR012340 Nucleic acid-binding, OB-fold	NA	GO_component: GO:0015935 - small ribosomal subunit [Evidence IEA];GO_component: GO:0005840 - ribosome [Evidence IEA];GO_function: GO:0003735 - structural constituent of ribosome [Evidence IEA];GO_process: GO:0006412 - translation [Evidence IEA]			No
GTX0536PRED_003496-T1	7.68306298038194e-05	0.00040986073617779	0.811705816068587	0.205283254011872	6.86121930473403	0.194690669729397	0.00269073455237641	0.0539070604585739	0.0892537331807931	0.0892537331807931	lowFC	GTX0536PRED_003496	mRNA	GTX0536_4	1167744	1169350	+	RPL34	60S ribosomal protein L34	NA	NA		PF01199	IPR008195 Ribosomal protein L34Ae;IPR018065 Ribosomal protein L34e, conserved site	NA	GO_component: GO:0005840 - ribosome [Evidence IEA];GO_function: GO:0003735 - structural constituent of ribosome [Evidence IEA];GO_process: GO:0006412 - translation [Evidence IEA]			No
GTX0536PRED_010881-T1	0.000308993034752668	0.00149746883508806	0.809387074892297	0.224353521731975	5.73593779735925	0.164959057163805	0.00620014631098456	0.0182737708602641	0.103620586882193	0.103620586882193	lowFC	GTX0536PRED_010881	mRNA	GTX0536_15	1770273	1784285	+		hypothetical protein	NA	NA		PF03097;PF13949	IPR004328 BRO1 domain;IPR025304 ALIX V-shaped domain;IPR038499 BRO1 domain superfamily	NA	GO_function: GO:0005515 - protein binding [Evidence IEA]			No
GTX0536PRED_003461-T1	0.000100937663680303	0.000532389256178441	0.802059650018294	0.206273724601197	7.01847167101137	0.200505791051903	0.00176289069253724	0.0650698834813024	0.0910709626765908	0.0910709626765908	lowFC	GTX0536PRED_003461	mRNA	GTX0536_4	996074	1012733	-	GLU1	Ferredoxin-dependent glutamate synthase 1, chloroplastic/mitochondrial	NA	NA		PF00310;PF01493;PF01645;PF04898	IPR002489 Glutamate synthase, alpha subunit, C-terminal;IPR002932 Glutamate synthase domain;IPR006982 Glutamate synthase, central-N;IPR013785 Aldolase-type TIM barrel;IPR017932 Glutamine amidotransferase type 2 domain;IPR029055 Nucleophile aminohydrolases, N-terminal;IPR036485 Glutamate synthase, alpha subunit, C-terminal domain superfamily	NA	GO_function: GO:0016491 - oxidoreductase activity [Evidence IEA];GO_function: GO:0016638 - oxidoreductase activity, acting on the CH-NH2 group of donors [Evidence IEA];GO_function: GO:0003824 - catalytic activity [Evidence IEA];GO_function: GO:0015930 - glutamate synthase activity [Evidence IEA];GO_process: GO:0006807 - nitrogen compound metabolic process [Evidence IEA];GO_process: GO:0006537 - glutamate biosynthetic process [Evidence IEA]	C44		No
GTX0536PRED_012548-T1	0.00010951555623033	0.000572254470730551	0.796289721429505	0.205840422066967	6.50585128771409	0.151896718457593	0.00315118944205924	0.0119072281279664	0.0892930564271199	0.0892930564271199	lowFC	GTX0536PRED_012548	mRNA	GTX0536_20	353529	357502	-		hypothetical protein	NA	NA		PF00834	IPR000056 Ribulose-phosphate 3-epimerase-like;IPR011060 Ribulose-phosphate binding barrel;IPR013785 Aldolase-type TIM barrel;IPR026019 Ribulose-phosphate 3-epimerase	NA	GO_function: GO:0016857 - racemase and epimerase activity, acting on carbohydrates and derivatives [Evidence IEA];GO_function: GO:0003824 - catalytic activity [Evidence IEA];GO_function: GO:0004750 - ribulose-phosphate 3-epimerase activity [Evidence IEA];GO_process: GO:0005975 - carbohydrate metabolic process [Evidence IEA];GO_process: GO:0006098 - pentose-phosphate shunt [Evidence IEA]			No
GTX0536PRED_008813-T1	0.000173940333929501	0.000882597788437939	0.795739821621593	0.211963498011514	7.26040250984663	0.200584786596063	0.00182338577068049	0.0675451172234835	0.0962024858422878	0.0962024858422878	lowFC	GTX0536PRED_008813	mRNA	GTX0536_11	2341768	2343148	-	RPS9B	ribosomal 40S subunit protein S9B	NA	NA		PF00163;PF01479	IPR001912 Ribosomal protein S4/S9, N-terminal;IPR002942 RNA-binding S4 domain;IPR005710 Ribosomal protein S4/S9, eukaryotic/archaeal;IPR018079 Ribosomal protein S4, conserved site;IPR022801 Ribosomal protein S4/S9;IPR036986 RNA-binding S4 domain superfamily	NA	GO_component: GO:0015935 - small ribosomal subunit [Evidence IEA];GO_function: GO:0003723 - RNA binding [Evidence IEA];GO_function: GO:0019843 - rRNA binding [Evidence IEA];GO_function: GO:0003735 - structural constituent of ribosome [Evidence IEA];GO_process: GO:0006412 - translation [Evidence IEA]			No
GTX0536PRED_006354-T1	0.0104805328106284	0.034436036377779	0.794566052127471	0.310430946868673	5.81284303583856	0.326976341707082	0.0108051916106018	0.199450894441284	0.101651909694271	0.199450894441284	lowFC	GTX0536PRED_006354	mRNA	GTX0536_7	3370448	3372372	+		hypothetical protein	NA	NA		PF00153	IPR018108 Mitochondrial substrate/solute carrier;IPR023395 Mitochondrial carrier domain superfamily	NA				No
GTX0536PRED_008711-T1	0.00111155351771949	0.00491184121373366	0.785589604027234	0.240930027849934	5.54211078980012	0.231373858594553	0.0126974456479183	0.0947722495284933	0.113951161595216	0.113951161595216	lowFC	GTX0536PRED_008711	mRNA	GTX0536_11	1748710	1751058	-		hypothetical protein	NA	NA	7007at3041	PF01789	IPR002683 PsbP, C-terminal;IPR016123 Mog1/PsbP, alpha/beta/alpha sandwich	NA	GO_component: GO:0019898 - extrinsic component of membrane [Evidence IEA];GO_component: GO:0009654 - photosystem II oxygen evolving complex [Evidence IEA];GO_component: GO:0009523 - photosystem II [Evidence IEA];GO_function: GO:0005509 - calcium ion binding [Evidence IEA];GO_process: GO:0015979 - photosynthesis [Evidence IEA]			No
GTX0536PRED_012246-T1	0.00267202125503955	0.0106350236051645	0.7804329392385	0.259871588798005	6.69795828012827	0.265499946900663	0.00401092214777652	0.143334334574549	0.0885646248404074	0.143334334574549	lowFC	GTX0536PRED_012246	mRNA	GTX0536_19	681786	687055	+		hypothetical protein	NA	NA		PF00498;PF16697	IPR000253 Forkhead-associated (FHA) domain;IPR002938 FAD-binding domain;IPR008984 SMAD/FHA domain superfamily;IPR036188 FAD/NAD(P)-binding domain superfamily	NA	GO_function: GO:0071949 - FAD binding [Evidence IEA];GO_function: GO:0005515 - protein binding [Evidence IEA]			No
GTX0536PRED_005487-T1	0.00189459372079703	0.00784104716896234	0.778616066611255	0.250658957335213	7.31690296290298	0.25564629713816	0.00118826133185366	0.135895184978785	0.0978373661026227	0.135895184978785	lowFC	GTX0536PRED_005487	mRNA	GTX0536_6	2875082	2876227	-		hypothetical protein	NA	NA	10960at3041	PF01929	IPR002784 Ribosomal protein L14e domain;IPR008991 Translation protein SH3-like domain superfamily;IPR014722 Ribosomal protein L2, domain 2;IPR039660 Ribosomal protein L14;IPR041985 Ribosomal protein L14, KOW motif	NA	GO_component: GO:0005840 - ribosome [Evidence IEA];GO_function: GO:0003735 - structural constituent of ribosome [Evidence IEA];GO_function: GO:0003723 - RNA binding [Evidence IEA];GO_process: GO:0006412 - translation [Evidence IEA]			No
GTX0536PRED_001424-T1	0.000203502192304676	0.00102151547693546	0.77656826576846	0.209056760739423	7.13383908072699	0.216068831678474	0.00220404776461841	0.0916764872966441	0.0931517250590769	0.0931517250590769	lowFC	GTX0536PRED_001424	mRNA	GTX0536_2	1393555	1394887	+	RPL23A_1	60S ribosomal protein L23A	NA	NA	7900at3041	PF00238	IPR000218 Ribosomal protein L14P;IPR019972 Ribosomal protein L14P, conserved site;IPR036853 Ribosomal protein L14 superfamily	NA	GO_component: GO:0005840 - ribosome [Evidence IEA];GO_function: GO:0003735 - structural constituent of ribosome [Evidence IEA];GO_process: GO:0006412 - translation [Evidence IEA]			No
GTX0536PRED_005993-T1	0.00041131355499437	0.00195286943369577	0.776291516082576	0.219743518492558	5.90827657988078	0.186583678953972	0.00537530126132003	0.0558481356511461	0.0999786200175655	0.0999786200175655	lowFC	GTX0536PRED_005993	mRNA	GTX0536_7	1505367	1512649	-	PPC1	Phosphoenolpyruvate carboxylase 1	NA	NA		PF00311	IPR015813 Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily;IPR021135 Phosphoenolpyruvate carboxylase;IPR022805 Phosphoenolpyruvate carboxylase, bacterial/plant-type;IPR033129 Phosphoenolpyruvate carboxylase, His active site	NA	GO_function: GO:0003824 - catalytic activity [Evidence IEA];GO_function: GO:0008964 - phosphoenolpyruvate carboxylase activity [Evidence IEA];GO_process: GO:0006099 - tricarboxylic acid cycle [Evidence IEA];GO_process: GO:0015977 - carbon fixation [Evidence IEA]			No
GTX0536PRED_006820-T1	0.00197191829814303	0.00811320050526298	0.775408568098173	0.250582080427221	5.63539725810783	0.254483096456982	0.0069676128401168	0.130031759591667	0.107740020572724	0.130031759591667	lowFC	GTX0536PRED_006820	mRNA	GTX0536_8	1825317	1827255	-		hypothetical protein	NA	NA		PF00581	IPR001763 Rhodanese-like domain;IPR036873 Rhodanese-like domain superfamily;IPR043186 Rhodanese-like domain-containing protein 14	NA				No
GTX0536PRED_001586-T1	0.000367005431422006	0.00176338568590779	0.771153534511118	0.216449625009142	6.08601647181781	0.145786902292878	0.00535059373934729	0.0124705444554096	0.0968685484423213	0.0968685484423213	lowFC	GTX0536PRED_001586	mRNA	GTX0536_2	2141060	2147551	+		hypothetical protein	NA	NA		PF00343	IPR000811 Glycosyl transferase, family 35;IPR002912 ACT domain;IPR011833 Glycogen/starch/alpha-glucan phosphorylase;IPR030476 Pentaxin, conserved site;IPR035090 Phosphorylase pyridoxal-phosphate attachment site	NA	GO_function: GO:0030170 - pyridoxal phosphate binding [Evidence IEA];GO_function: GO:0008184 - glycogen phosphorylase activity [Evidence IEA];GO_function: GO:0004645 - 1,4-alpha-oligoglucan phosphorylase activity [Evidence IEA];GO_process: GO:0005975 - carbohydrate metabolic process [Evidence IEA]		GT35	No
GTX0536PRED_004879-T1	0.000238150446333983	0.00118274363258966	0.766804173642651	0.208672534048007	6.33362234331508	0.14753491695101	0.00361764535793964	0.0177673393635984	0.0913879396588241	0.0913879396588241	lowFC	GTX0536PRED_004879	mRNA	GTX0536_5	3880496	3885760	-		hypothetical protein	NA	NA	1194at3041	PF00291	IPR001926 Tryptophan synthase beta chain-like, PALP domain;IPR004450 Threonine synthase-like;IPR036052 Tryptophan synthase beta chain-like, PALP domain superfamily	NA				No
GTX0536PRED_003637-T1	0.000223151281028649	0.00111416813979784	0.763910538967547	0.206951504405698	7.0007086672289	0.209736270512956	0.00263724008662315	0.0889341364722515	0.0908076875696274	0.0908076875696274	lowFC	GTX0536PRED_003637	mRNA	GTX0536_4	1936916	1938147	-	RPS18A	ribosomal 40S subunit protein S18A	NA	NA	6348at3041	PF00416	IPR001892 Ribosomal protein S13;IPR010979 Ribosomal protein S13-like, H2TH;IPR027437 30s ribosomal protein S13, C-terminal	NA	GO_component: GO:0005840 - ribosome [Evidence IEA];GO_function: GO:0003723 - RNA binding [Evidence IEA];GO_function: GO:0003735 - structural constituent of ribosome [Evidence IEA];GO_function: GO:0003676 - nucleic acid binding [Evidence IEA];GO_process: GO:0006412 - translation [Evidence IEA]			No
GTX0536PRED_006034-T1	0.00932054245696805	0.0313590433264417	0.756648612880118	0.291011141956435	5.04504612689116	0.210086728708795	0.0143615172703792	0.0802761513862447	0.170411176713886	0.170411176713886	lowFC	GTX0536PRED_006034	mRNA	GTX0536_7	1708733	1712251	+		hypothetical protein	NA	NA		PF05686	IPR006598 Glycosyl transferase CAP10 domain	NA				No
GTX0536PRED_009548-T1	0.00721037140730968	0.025128650919501	0.753893654164584	0.280574038972174	7.43931395079931	0.278585839395504	0.00202281427425365	0.169733821387911	0.101993755601014	0.169733821387911	lowFC	GTX0536PRED_009548	mRNA	GTX0536_12	3065565	3067261	-		hypothetical protein	NA	NA		PF00355	IPR005805 Rieske iron-sulphur protein, C-terminal;IPR014349 Rieske iron-sulphur protein;IPR017941 Rieske [2Fe-2S] iron-sulphur domain;IPR023960 Cytochrome b6-f complex iron-sulfur subunit;IPR036922 Rieske [2Fe-2S] iron-sulphur domain superfamily	NA	GO_component: GO:0016020 - membrane [Evidence IEA];GO_function: GO:0045158 - electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity [Evidence IEA];GO_function: GO:0051537 - 2 iron, 2 sulfur cluster binding [Evidence IEA]			No
GTX0536PRED_002356-T1	0.0011299382771181	0.00497740471835699	0.74985833844588	0.230300486039315	6.57221513644999	0.22682887692356	0.00458830717854015	0.111131650355885	0.0888525426986065	0.111131650355885	lowFC	GTX0536PRED_002356	mRNA	GTX0536_3	364717	366826	-		hypothetical protein	NA	NA		PF00702;PF13242;PF13419	IPR006439 HAD hydrolase, subfamily IA;IPR023198 Phosphoglycolate phosphatase-like, domain 2;IPR023214 HAD superfamily;IPR036412 HAD-like superfamily;IPR041492 Haloacid dehalogenase-like hydrolase;IPR044999 Protein CbbY-like	NA	GO_function: GO:0016787 - hydrolase activity [Evidence IEA]			No
GTX0536PRED_006969-T1	0.00128795514834426	0.00556857033321108	0.74562787438396	0.231658564013339	5.59405058718826	0.176200772300783	0.00693634522915786	0.0540638841010026	0.110152433565146	0.110152433565146	lowFC	GTX0536PRED_006969	mRNA	GTX0536_8	2596621	2597645	+		hypothetical protein	NA	NA				NA				No
GTX0536PRED_004256-T1	0.00333763594176694	0.0129894680341165	0.734003991511141	0.250103649405263	5.3921988508079	0.230037488855484	0.0118354019801944	0.113152872209708	0.124641329901618	0.124641329901618	lowFC	GTX0536PRED_004256	mRNA	GTX0536_5	866006	878854	+		hypothetical protein	NA	NA		PF08389;PF19273	IPR011989 Armadillo-like helical;IPR013598 Exportin-1/Importin-beta-like;IPR016024 Armadillo-type fold;IPR040018 None;IPR045065 Exportin-1/5	NA	GO_function: GO:0005049 - nuclear export signal receptor activity [Evidence IEA];GO_process: GO:0006611 - protein export from nucleus [Evidence IEA];GO_process: GO:0051168 - nuclear export [Evidence IEA]			No
GTX0536PRED_006194-T1	0.000418736053120609	0.00198475230583856	0.732678281408293	0.207676139084755	6.3739654756596	0.136547024837632	0.00332872486976119	0.0182526245747008	0.0907717378469305	0.0907717378469305	lowFC	GTX0536PRED_006194	mRNA	GTX0536_7	2479901	2481068	-		hypothetical protein	NA	NA	6926at3041	PF00036;PF13202;PF13405;PF13499;PF13833	IPR002048 EF-hand domain;IPR011992 EF-hand domain pair;IPR018247 EF-Hand 1, calcium-binding site;IPR039030 None	NA	GO_function: GO:0005509 - calcium ion binding [Evidence IEA];GO_process: GO:0019722 - calcium-mediated signaling [Evidence IEA]			No
GTX0536PRED_002649-T1	0.0117500263455386	0.0379164381272224	0.728372560284372	0.28908674205068	5.44353370137747	0.2798545934052	0.0173928376273529	0.164944204764232	0.121151789513941	0.164944204764232	lowFC	GTX0536PRED_002649	mRNA	GTX0536_3	1871441	1874944	+		hypothetical protein	NA	NA		PF02470	IPR003399 Mce/MlaD;IPR039342 Protein TRIGALACTOSYLDIACYLGLYCEROL 2-like	NA				No
GTX0536PRED_008249-T1	0.000954015128915809	0.00425590850832712	0.725943992062279	0.21973345743166	5.93402587957214	0.123341403905402	0.00575523192039549	0.0035344864525603	0.0995890422211413	0.0995890422211413	lowFC	GTX0536PRED_008249	mRNA	GTX0536_10	2466399	2471280	+		hypothetical protein	NA	NA		PF02655;PF13535;PF15632;PF18130	IPR011761 ATP-grasp fold;IPR013651 ATP-grasp fold, RimK-type;IPR041472 BL00235/CARNS1, N-terminal	NA	GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0046872 - metal ion binding [Evidence IEA]			No
GTX0536PRED_002874-T1	0.00307792357825289	0.0121131185982856	0.724495384284512	0.244774647588113	5.4572328434828	0.155406612105174	0.0105084331783106	0.0349186561871408	0.120214391771256	0.120214391771256	lowFC	GTX0536PRED_002874	mRNA	GTX0536_3	2970357	2973346	-		hypothetical protein	NA	NA	1089at3041	PF00749;PF19269	IPR000924 Glutamyl/glutaminyl-tRNA synthetase;IPR001412 Aminoacyl-tRNA synthetase, class I, conserved site;IPR004527 Glutamate-tRNA ligase, bacterial/mitochondrial;IPR008925 Aminoacyl-tRNA synthetase, class I, anticodon-binding superfamily;IPR014729 Rossmann-like alpha/beta/alpha sandwich fold;IPR020058 Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain;IPR020751 Aminoacyl-tRNA synthetase, class I, anticodon-binding domain, subdomain 2;IPR033910 Glutamyl-tRNA synthetase	NA	GO_function: GO:0000166 - nucleotide binding [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0008270 - zinc ion binding [Evidence IEA];GO_function: GO:0000049 - tRNA binding [Evidence IEA];GO_function: GO:0004812 - aminoacyl-tRNA ligase activity [Evidence IEA];GO_function: GO:0004818 - glutamate-tRNA ligase activity [Evidence IEA];GO_process: GO:0006424 - glutamyl-tRNA aminoacylation [Evidence IEA];GO_process: GO:0043039 - tRNA aminoacylation [Evidence IEA];GO_process: GO:0006418 - tRNA aminoacylation for protein translation [Evidence IEA]			No
GTX0536PRED_004640-T1	0.000824882636364112	0.00372125510874228	0.721561348266114	0.21575807732453	6.13023525542933	0.146221244446616	0.00584435266563189	0.0304053259772891	0.0957226610015198	0.0957226610015198	lowFC	GTX0536PRED_004640	mRNA	GTX0536_5	2743087	2745272	+		hypothetical protein	NA	NA		PF00487	IPR005804 Fatty acid desaturase domain	NA	GO_process: GO:0006629 - lipid metabolic process [Evidence IEA]			No
GTX0536PRED_001621-T1	0.00051407448162721	0.00240015473451905	0.710968473621801	0.204694586791157	6.82390339082775	0.136536136058888	0.0024280087974247	0.0267391313526661	0.088989897809708	0.088989897809708	lowFC	GTX0536PRED_001621	mRNA	GTX0536_2	2275124	2287143	-	CHC1	Clathrin heavy chain	NA	NA	52at3041	PF00637;PF01394;PF09268;PF13838	IPR000547 Clathrin, heavy chain/VPS, 7-fold repeat;IPR011990 Tetratricopeptide-like helical domain superfamily;IPR015348 Clathrin, heavy chain, linker, core motif;IPR016024 Armadillo-type fold;IPR016025 Clathrin heavy chain, N-terminal;IPR016341 Clathrin, heavy chain;IPR022365 Clathrin, heavy chain, propeller repeat	NA	GO_component: GO:0071439 - clathrin complex [Evidence IEA];GO_component: GO:0030132 - clathrin coat of coated pit [Evidence IEA];GO_component: GO:0030130 - clathrin coat of trans-Golgi network vesicle [Evidence IEA];GO_function: GO:0032051 - clathrin light chain binding [Evidence IEA];GO_function: GO:0005198 - structural molecule activity [Evidence IEA];GO_function: GO:0005515 - protein binding [Evidence IEA];GO_process: GO:0016192 - vesicle-mediated transport [Evidence IEA];GO_process: GO:0006886 - intracellular protein transport [Evidence IEA]			No
