gene	database	ID	Description	Scientific.Name	Max.Score	E.value	Per..ident	cover	taxid	kingdom	phylum	class	order	family	genus	taxonomy
GTX0536PRED_004195	nt	XM_051323903.2	PREDICTED: Lolium perenne short-chain dehydrogenase TIC 32, chloroplastic (LOC127294149), mRNA	Lolium perenne	163	9e-44	38.44	87	4522	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Lolium	other Viridiplantae
GTX0536PRED_004195	nt	XM_006662721.2	PREDICTED: Oryza brachyantha short-chain dehydrogenase TIC 32, chloroplastic-like (LOC102710737), mRNA	Oryza brachyantha	162	1e-43	37.07	87	4533	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza	other Viridiplantae
GTX0536PRED_004195	nt	XM_047235610.1	PREDICTED: Lolium rigidum short-chain dehydrogenase TIC 32, chloroplastic-like (LOC124703394), mRNA	Lolium rigidum	163	1e-43	37.22	93	89674	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Lolium	other Viridiplantae
GTX0536PRED_004195	nt	XM_020251580.1	PREDICTED: Ananas comosus short-chain dehydrogenase TIC 32, chloroplastic-like (LOC109723264), transcript variant X1, mRNA	Ananas comosus	165	1e-43	36.24	87	4615	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Bromeliaceae	Ananas	other Viridiplantae
GTX0536PRED_004195	nt	XM_022011733.2	PREDICTED: Spinacia oleracea short-chain dehydrogenase TIC 32 B, chloroplastic (LOC110806094), mRNA	Spinacia oleracea	164	1e-43	37.63	87	3562	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Spinacia	other Viridiplantae
GTX0536PRED_004195	nt	XM_020251581.1	PREDICTED: Ananas comosus short-chain dehydrogenase TIC 32, chloroplastic-like (LOC109723264), transcript variant X2, mRNA	Ananas comosus	164	1e-43	36.24	87	4615	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Bromeliaceae	Ananas	other Viridiplantae
GTX0536PRED_004195	nt	XM_042543064.1	PREDICTED: Zingiber officinale short-chain dehydrogenase TIC 32 B, chloroplastic-like (LOC121989182), mRNA	Zingiber officinale	163	1e-43	37.92	95	94328	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Zingiber	other Viridiplantae
GTX0536PRED_004195	nt	XM_020251583.1	PREDICTED: Ananas comosus short-chain dehydrogenase TIC 32, chloroplastic-like (LOC109723264), transcript variant X4, mRNA	Ananas comosus	162	2e-43	35.26	95	4615	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Bromeliaceae	Ananas	other Viridiplantae
GTX0536PRED_004195	nt	XM_039168541.1	PREDICTED: Hibiscus syriacus short-chain dehydrogenase TIC 32, chloroplastic-like (LOC120157419), mRNA	Hibiscus syriacus	161	2e-43	33.84	96	106335	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Hibiscus	other Viridiplantae
GTX0536PRED_004195	nt	XM_042618720.1	PREDICTED: Zingiber officinale short-chain dehydrogenase TIC 32 B, chloroplastic-like (LOC122056664), mRNA	Zingiber officinale	164	3e-43	37.54	95	94328	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Zingiber	other Viridiplantae
GTX0536PRED_004195	nt	XM_042613584.1	PREDICTED: Zingiber officinale short-chain dehydrogenase TIC 32 B, chloroplastic-like (LOC122052179), transcript variant X1, mRNA	Zingiber officinale	163	3e-43	37.54	95	94328	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Zingiber	other Viridiplantae
GTX0536PRED_004195	nt	XM_050299211.1	PREDICTED: Malus sylvestris short-chain dehydrogenase TIC 32, chloroplastic-like (LOC126629241), mRNA	Malus sylvestris	161	3e-43	34.7	93	3752	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Malus	other Viridiplantae
GTX0536PRED_004195	nt	XM_047235783.1	PREDICTED: Lolium rigidum short-chain dehydrogenase TIC 32, chloroplastic-like (LOC124703574), mRNA	Lolium rigidum	160	3e-43	38.44	87	89674	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Lolium	other Viridiplantae
GTX0536PRED_004195	nt	XM_034713326.2	PREDICTED: Setaria viridis short-chain dehydrogenase TIC 32, chloroplastic (LOC117833727), transcript variant X1, mRNA	Setaria viridis	162	3e-43	36.82	87	4556	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Setaria	other Viridiplantae
GTX0536PRED_004195	nt	XM_047224535.1	PREDICTED: Lolium rigidum short-chain dehydrogenase TIC 32, chloroplastic-like (LOC124691261), transcript variant X2, mRNA	Lolium rigidum	160	3e-43	35.91	87	89674	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Lolium	other Viridiplantae
GTX0536PRED_004195	nt	XM_020717102.1	PREDICTED: Phalaenopsis equestris short-chain dehydrogenase TIC 32, chloroplastic-like (LOC110019440), mRNA	Phalaenopsis equestris	161	4e-43	36.15	87	78828	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Phalaenopsis	other Viridiplantae
GTX0536PRED_004195	nt	XM_006663197.3	PREDICTED: Oryza brachyantha short-chain dehydrogenase TIC 32, chloroplastic-like (LOC102700752), mRNA	Oryza brachyantha	164	4e-43	38.91	86	4533	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza	other Viridiplantae
GTX0536PRED_004195	nt	XM_016827463.2	PREDICTED: Gossypium hirsutum short-chain dehydrogenase TIC 32, chloroplastic (LOC107901446), transcript variant X1, mRNA	Gossypium hirsutum	162	5e-43	34.8	93	3635	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	other Viridiplantae
GTX0536PRED_004195	nt	XM_004978803.4	PREDICTED: Setaria italica short-chain dehydrogenase TIC 32, chloroplastic (LOC101786015), mRNA	Setaria italica	162	6e-43	36.82	87	4555	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Setaria	other Viridiplantae
GTX0536PRED_004195	nt	XM_047224553.1	PREDICTED: Lolium rigidum short-chain dehydrogenase TIC 32, chloroplastic-like (LOC124691277), mRNA	Lolium rigidum	160	7e-43	35.91	87	89674	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Lolium	other Viridiplantae
GTX0536PRED_004195	nt	XM_042613588.1	PREDICTED: Zingiber officinale short-chain dehydrogenase TIC 32 B, chloroplastic-like (LOC122052182), mRNA	Zingiber officinale	162	7e-43	38.64	87	94328	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Zingiber	other Viridiplantae
GTX0536PRED_004195	nt	XM_042618722.1	PREDICTED: Zingiber officinale short-chain dehydrogenase TIC 32 B, chloroplastic-like (LOC122056666), mRNA	Zingiber officinale	162	7e-43	38.64	87	94328	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Zingiber	other Viridiplantae
GTX0536PRED_004195	nt	XM_011626640.2	PREDICTED: Amborella trichopoda short-chain dehydrogenase TIC 32, chloroplastic (LOC18422853), transcript variant X1, mRNA	Amborella trichopoda	161	8e-43	36.68	93	13333	Viridiplantae	Streptophyta	Magnoliopsida	Amborellales	Amborellaceae	Amborella	other Viridiplantae
GTX0536PRED_004195	nt	XM_044509433.1	PREDICTED: Triticum aestivum short-chain dehydrogenase TIC 32, chloroplastic-like (LOC123087429), mRNA	Triticum aestivum	161	8e-43	36.54	88	4565	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Triticum	other Viridiplantae
GTX0536PRED_004195	nt	XM_048565595.1	PREDICTED: Pyrus x bretschneideri short-chain dehydrogenase TIC 32, chloroplastic-like (LOC103942459), transcript variant X1, mRNA	Pyrus x bretschneideri	160	9e-43	34.67	95	225117	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	other Viridiplantae
GTX0536PRED_004195	nt	XM_017755238.2	PREDICTED: Gossypium arboreum short-chain dehydrogenase TIC 32, chloroplastic-like (LOC108456666), mRNA	Gossypium arboreum	161	9e-43	34.77	95	29729	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	other Viridiplantae
GTX0536PRED_004195	nt	XM_037566744.1	PREDICTED: Triticum dicoccoides short-chain dehydrogenase TIC 32, chloroplastic-like (LOC119287219), mRNA	Triticum dicoccoides	161	9e-43	36.54	88	85692	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Triticum	other Viridiplantae
GTX0536PRED_004195	nt	BT112050.1	Picea glauca clone GQ03309_D19 mRNA sequence	Picea glauca	163	1e-42	38.85	87	3330	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Picea	other Viridiplantae
GTX0536PRED_004195	nt	XM_015715781.3	PREDICTED: Ricinus communis short-chain dehydrogenase TIC 32, chloroplastic (LOC8280994), transcript variant X4, mRNA	Ricinus communis	162	1e-42	35.93	87	3988	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Ricinus	other Viridiplantae
GTX0536PRED_004195	nt	XM_019372374.1	PREDICTED: Nicotiana attenuata short-chain dehydrogenase TIC 32, chloroplastic-like (LOC109209164), mRNA	Nicotiana attenuata	161	1e-42	36.61	87	49451	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	other Viridiplantae
GTX0536PRED_004195	nt	XM_020836196.2	PREDICTED: Dendrobium catenatum short-chain dehydrogenase TIC 32, chloroplastic (LOC110106329), transcript variant X1, mRNA	Dendrobium catenatum	160	1e-42	38.15	95	906689	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Dendrobium	other Viridiplantae
GTX0536PRED_004195	nt	XM_034364246.1	PREDICTED: Prunus dulcis short-chain dehydrogenase TIC 32 B, chloroplastic-like (LOC117631217), mRNA	Prunus dulcis	159	1e-42	37.16	87	3755	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	other Viridiplantae
GTX0536PRED_004195	nt	XM_025134550.1	PREDICTED: Cynara cardunculus var. scolymus short-chain dehydrogenase TIC 32, chloroplastic-like (LOC112524629), mRNA	Cynara cardunculus var. scolymus	160	1e-42	36.36	87	59895	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cynara	other Viridiplantae
GTX0536PRED_004195	nt	CT829986.1	Oryza sativa (indica cultivar-group) cDNA clone:OSIGCSA002B17, full insert sequence	Oryza sativa Indica Group	160	1e-42	37.37	87	39946	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza	other Viridiplantae
GTX0536PRED_004195	nt	XM_050299206.1	PREDICTED: Malus sylvestris short-chain dehydrogenase TIC 32, chloroplastic-like (LOC126629238), transcript variant X2, mRNA	Malus sylvestris	160	1e-42	34.7	93	3752	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Malus	other Viridiplantae
GTX0536PRED_004195	nt	XM_015759644.3	PREDICTED: Oryza sativa Japonica Group short-chain dehydrogenase TIC 32, chloroplastic (LOC4349944), mRNA	Oryza sativa Japonica Group	160	1e-42	37.37	87	39947	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza	other Viridiplantae
GTX0536PRED_004195	nt	AK062546.1	Oryza sativa Japonica Group cDNA clone:001-104-G08, full insert sequence	Oryza sativa Japonica Group	160	1e-42	37.37	87	39947	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza	other Viridiplantae
GTX0536PRED_004195	nt	XM_023883520.3	PREDICTED: Lactuca sativa short-chain dehydrogenase TIC 32, chloroplastic (LOC111887353), mRNA	Lactuca sativa	160	1e-42	36.03	87	4236	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Lactuca	other Viridiplantae
GTX0536PRED_004195	nt	XM_068472676.1	PREDICTED: Pyrus communis short-chain dehydrogenase TIC 32, chloroplastic-like (LOC137733533), transcript variant X1, mRNA	Pyrus communis	160	1e-42	34.67	95	23211	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	other Viridiplantae
GTX0536PRED_004195	nt	XM_042538512.1	PREDICTED: Zingiber officinale short-chain dehydrogenase TIC 32 B, chloroplastic-like (LOC121985207), mRNA	Zingiber officinale	160	2e-42	36.36	96	94328	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Zingiber	other Viridiplantae
GTX0536PRED_004195	nt	XM_020224296.1	PREDICTED: Ananas comosus short-chain dehydrogenase TIC 32, chloroplastic-like (LOC109703612), mRNA	Ananas comosus	160	2e-42	36.03	87	4615	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Bromeliaceae	Ananas	other Viridiplantae
GTX0536PRED_004195	nt	XM_019572210.1	PREDICTED: Lupinus angustifolius short-chain dehydrogenase TIC 32, chloroplastic (LOC109335934), mRNA	Lupinus angustifolius	159	2e-42	34.59	93	3871	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lupinus	other Viridiplantae
GTX0536PRED_004195	nt	BT030011.1	Arabidopsis thaliana At4g23430 mRNA, complete cds	Arabidopsis thaliana	157	2e-42	33.64	94	3702	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis	other Viridiplantae
GTX0536PRED_004195	nt	XM_042613586.1	PREDICTED: Zingiber officinale short-chain dehydrogenase TIC 32 B, chloroplastic-like (LOC122052180), mRNA	Zingiber officinale	158	2e-42	35.49	95	94328	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Zingiber	other Viridiplantae
GTX0536PRED_004195	nt	XM_021420634.1	PREDICTED: Herrania umbratica short-chain dehydrogenase TIC 32, chloroplastic-like (LOC110410770), mRNA	Herrania umbratica	161	2e-42	34.25	96	108875	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Herrania	other Viridiplantae
GTX0536PRED_004195	nt	XM_039191699.1	PREDICTED: Hibiscus syriacus short-chain dehydrogenase TIC 32 B, chloroplastic-like (LOC120188192), mRNA	Hibiscus syriacus	157	2e-42	35.8	95	106335	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Hibiscus	other Viridiplantae
GTX0536PRED_004195	nt	XM_042552892.1	PREDICTED: Zingiber officinale short-chain dehydrogenase TIC 32 B, chloroplastic-like (LOC121998132), mRNA	Zingiber officinale	159	3e-42	37.58	93	94328	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Zingiber	other Viridiplantae
GTX0536PRED_004195	nt	XM_039967348.1	PREDICTED: Panicum virgatum short-chain dehydrogenase TIC 32, chloroplastic-like (LOC120685425), mRNA	Panicum virgatum	161	3e-42	35.47	96	38727	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Panicum	other Viridiplantae
GTX0536PRED_004195	nt	XM_042533786.1	PREDICTED: Zingiber officinale short-chain dehydrogenase TIC 32 B, chloroplastic-like (LOC121981332), mRNA	Zingiber officinale	160	3e-42	36.36	96	94328	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Zingiber	other Viridiplantae
GTX0536PRED_004195	nt	XM_045955070.1	PREDICTED: Trifolium pratense short-chain dehydrogenase TIC 32, chloroplastic-like (LOC123905464), transcript variant X2, mRNA	Trifolium pratense	157	3e-42	35.27	86	57577	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	other Viridiplantae
GTX0536PRED_004195	nt	XM_019385557.1	PREDICTED: Nicotiana attenuata short-chain dehydrogenase TIC 32, chloroplastic-like (LOC109221074), mRNA	Nicotiana attenuata	159	3e-42	36.91	87	49451	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	other Viridiplantae
GTX0536PRED_004195	nt	XM_009781780.2	PREDICTED: Nicotiana sylvestris short-chain dehydrogenase TIC 32, chloroplastic-like (LOC104229196), mRNA	Nicotiana sylvestris	159	3e-42	36.62	92	4096	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	other Viridiplantae
GTX0536PRED_004195	nt	XM_016598802.1	PREDICTED: Nicotiana tabacum short-chain dehydrogenase TIC 32, chloroplastic (LOC107778526), transcript variant X1, mRNA	Nicotiana tabacum	159	4e-42	36.62	92	4097	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	other Viridiplantae
GTX0536PRED_004195	nt	XM_012628661.2	PREDICTED: Gossypium raimondii short-chain dehydrogenase TIC 32, chloroplastic (LOC105798548), transcript variant X1, mRNA	Gossypium raimondii	159	4e-42	34.48	93	29730	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	other Viridiplantae
GTX0536PRED_004195	nt	XM_066480729.1	PREDICTED: Miscanthus floridulus short-chain dehydrogenase TIC 32, chloroplastic-like (LOC136483618), mRNA	Miscanthus floridulus	159	4e-42	36.12	87	154761	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Miscanthus	other Viridiplantae
GTX0536PRED_004195	nt	AK227455.1	Arabidopsis thaliana mRNA for hypothetical protein, complete cds, clone: RAFL14-09-H21	Arabidopsis thaliana	158	4e-42	33.64	94	3702	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis	other Viridiplantae
GTX0536PRED_004195	nt	XM_048713048.1	PREDICTED: Triticum urartu short-chain dehydrogenase TIC 32, chloroplastic-like (LOC125550132), mRNA	Triticum urartu	159	4e-42	36.21	88	4572	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Triticum	other Viridiplantae
GTX0536PRED_004195	nt	XM_048713050.1	PREDICTED: Triticum urartu short-chain dehydrogenase TIC 32, chloroplastic-like (LOC125550134), mRNA	Triticum urartu	159	4e-42	36.21	88	4572	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Triticum	other Viridiplantae
GTX0536PRED_004195	nt	XM_016812343.2	PREDICTED: Gossypium hirsutum short-chain dehydrogenase TIC 32, chloroplastic (LOC107888285), transcript variant X2, mRNA	Gossypium hirsutum	160	5e-42	34.46	95	3635	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	other Viridiplantae
GTX0536PRED_004195	nt	XM_031648593.2	PREDICTED: Nymphaea colorata short-chain dehydrogenase TIC 32, chloroplastic-like (LOC116267045), mRNA	Nymphaea colorata	159	6e-42	35.59	87	210225	Viridiplantae	Streptophyta	Magnoliopsida	Nymphaeales	Nymphaeaceae	Nymphaea	other Viridiplantae
GTX0536PRED_004195	nt	XM_013002890.1	PREDICTED: Erythranthe guttatus short-chain dehydrogenase TIC 32, chloroplastic-like (LOC105977570), transcript variant X2, mRNA	Erythranthe guttata	159	6e-42	36.05	86	4155	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Phrymaceae	Erythranthe	other Viridiplantae
GTX0536PRED_004195	nt	XM_044511787.1	PREDICTED: Triticum aestivum short-chain dehydrogenase TIC 32, chloroplastic-like (LOC123090483), transcript variant X2, mRNA	Triticum aestivum	158	8e-42	35.76	88	4565	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Triticum	other Viridiplantae
GTX0536PRED_004195	nt	XM_027224910.2	PREDICTED: Coffea arabica short-chain dehydrogenase TIC 32, chloroplastic (LOC113703516), transcript variant X2, mRNA	Coffea arabica	159	8e-42	35.38	94	13443	Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Coffea	other Viridiplantae
GTX0536PRED_004195	nt	XM_072063280.1	PREDICTED: Coffea arabica short-chain dehydrogenase TIC 32, chloroplastic-like (LOC113707154), transcript variant X1, mRNA	Coffea arabica	159	8e-42	35.38	95	13443	Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Coffea	other Viridiplantae
GTX0536PRED_004195	nt	XM_015715780.3	PREDICTED: Ricinus communis short-chain dehydrogenase TIC 32, chloroplastic (LOC8280994), transcript variant X3, mRNA	Ricinus communis	159	1e-41	35.47	87	3988	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Ricinus	other Viridiplantae
GTX0536PRED_004195	nt	XM_021971391.1	PREDICTED: Prunus avium short-chain dehydrogenase TIC 32, chloroplastic-like (LOC110767751), mRNA	Prunus avium	158	1e-41	34.91	93	42229	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	other Viridiplantae
GTX0536PRED_004195	nt	XM_011086135.2	PREDICTED: Sesamum indicum short-chain dehydrogenase TIC 32, chloroplastic-like (LOC105166688), mRNA	Sesamum indicum	158	1e-41	36.27	87	4182	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Pedaliaceae	Sesamum	other Viridiplantae
GTX0536PRED_004195	nt	XM_052281244.1	PREDICTED: Oryza glaberrima short-chain dehydrogenase TIC 32, chloroplastic-like (LOC127755565), mRNA	Oryza glaberrima	159	1e-41	37.37	87	4538	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza	other Viridiplantae
GTX0536PRED_004195	nr	KAL3149732.1	hypothetical protein ABBQ38_013558 [Trebouxia sp. C0009 RCD-2024]	Trebouxia sp. C0009 RCD-2024	600	0.0	87.92	99	3373144	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	Trebouxiales
GTX0536PRED_004195	nr	KAL3146560.1	hypothetical protein ABBQ32_000802 [Trebouxia sp. C0010 RCD-2024]	Trebouxia sp. C0010 RCD-2024	593	0.0	87.01	99	3373145	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	Trebouxiales
GTX0536PRED_004195	nr	KAL3134508.1	hypothetical protein ABBQ38_006359 [Trebouxia sp. C0009 RCD-2024]	Trebouxia sp. C0009 RCD-2024	491	7e-172	70.57	100	3373144	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	Trebouxiales
GTX0536PRED_004195	nr	GAQ82652.1	NAD(P)-binding Rossmann-fold superfamily protein [Klebsormidium nitens]	Klebsormidium nitens	463	1e-160	72.46	99	105231	Viridiplantae	Streptophyta	Klebsormidiophyceae	Klebsormidiales	Klebsormidiaceae	Klebsormidium	other Viridiplantae
GTX0536PRED_004195	nr	KAL3131309.1	hypothetical protein ABBQ38_000601 [Trebouxia sp. C0009 RCD-2024]	Trebouxia sp. C0009 RCD-2024	444	6e-153	63.69	99	3373144	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	Trebouxiales
GTX0536PRED_004195	nr	KAL0043772.1	hypothetical protein WJX82_001478 [Trebouxia sp. C0006]	Trebouxia sp. C0006	440	1e-151	61.31	98	2905655	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	Trebouxiales
GTX0536PRED_004195	nr	KAA6420446.1	MAG: hypothetical protein FRX49_09608 [Trebouxia sp. A1-2]	Trebouxia sp. A1-2	439	2e-151	65.17	100	2608996	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	Trebouxiales
GTX0536PRED_004195	nr	GAQ78931.1	NAD(P)-binding Rossmann-fold superfamily protein [Klebsormidium nitens]	Klebsormidium nitens	419	4e-143	63.91	100	105231	Viridiplantae	Streptophyta	Klebsormidiophyceae	Klebsormidiales	Klebsormidiaceae	Klebsormidium	other Viridiplantae
GTX0536PRED_004195	nr	CAK0781896.1	hypothetical protein CVIRNUC_005500 [Coccomyxa viridis]	Coccomyxa viridis	416	2e-142	63.86	99	1274662	Viridiplantae	Chlorophyta	Trebouxiophyceae	NA	NA	Coccomyxa	other Viridiplantae
GTX0536PRED_004195	nr	KAL0053287.1	hypothetical protein WJX82_003735 [Trebouxia sp. C0006]	Trebouxia sp. C0006	417	7e-142	64.22	98	2905655	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	Trebouxiales
GTX0536PRED_004195	nr	KAJ3007588.1	hypothetical protein HKX48_009043 [Thoreauomyces humboldtii]	Thoreauomyces humboldtii	415	2e-141	59.82	100	1396496	Fungi	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Powellomycetaceae	Thoreauomyces	Fungi
GTX0536PRED_004195	nr	CAL8469736.1	g9278 [Coccomyxa elongata]	Coccomyxa elongata	414	3e-141	63.41	98	1965095	Viridiplantae	Chlorophyta	Trebouxiophyceae	NA	NA	Coccomyxa	other Viridiplantae
GTX0536PRED_004195	nr	BDA47804.1	Short-chain dehydrogenase TIC 32, chloroplastic [Coccomyxa sp. Obi]	Coccomyxa sp. Obi	407	7e-139	61.89	98	2315456	Viridiplantae	Chlorophyta	Trebouxiophyceae	NA	NA	Coccomyxa	other Viridiplantae
GTX0536PRED_004195	nr	CAG9950599.1	unnamed protein product [Clonostachys rosea f. rosea IK726]	Clonostachys rosea f. rosea IK726	403	5e-137	60.12	99	1349383	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Fungi
GTX0536PRED_004195	nr	KAK3173164.1	hypothetical protein OEA41_006493 [Lepraria neglecta]	Lepraria neglecta	397	8e-135	59.28	99	209136	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Stereocaulaceae	Lepraria	Fungi
GTX0536PRED_004195	nr	TPX62330.1	hypothetical protein PhCBS80983_g00440 [Powellomyces hirtus]	Powellomyces hirtus	394	2e-133	56.3	99	109895	Fungi	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	Fungi
GTX0536PRED_004195	nr	OCL05058.1	short-chain dehydrogenase [Glonium stellatum]	Glonium stellatum	394	2e-133	57.49	99	574774	Fungi	Ascomycota	Dothideomycetes	Gloniales	Gloniaceae	Glonium	Fungi
GTX0536PRED_004195	nr	TPX56365.1	hypothetical protein PhCBS80983_g04571 [Powellomyces hirtus]	Powellomyces hirtus	394	3e-133	57.99	99	109895	Fungi	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	Fungi
GTX0536PRED_004195	nr	SPO06807.1	related to reductases [Cephalotrichum gorgonifer]	Cephalotrichum gorgonifer	393	7e-133	57.69	99	2041049	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Cephalotrichum	Fungi
GTX0536PRED_004195	nr	TPX56878.1	hypothetical protein PhCBS80983_g04224 [Powellomyces hirtus]	Powellomyces hirtus	392	8e-133	55.92	99	109895	Fungi	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	Fungi
GTX0536PRED_004195	nr	CAL8584347.1	hypothetical protein XPA_009949 [Xanthoria parietina]	Xanthoria parietina	393	4e-132	59.28	99	107463	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Xanthoria	Fungi
GTX0536PRED_004195	nr	XP_067501084.1	NAD(P)-binding protein [Cenococcum geophilum 1.58]	Cenococcum geophilum 1.58	390	5e-132	60.66	99	794803	Fungi	Ascomycota	Dothideomycetes	Gloniales	Gloniaceae	Cenococcum	Fungi
GTX0536PRED_004195	nr	KAI8906222.1	short chain dehydrogenase [Powellomyces hirtus]	Powellomyces hirtus	390	5e-132	55.62	99	109895	Fungi	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	Fungi
GTX0536PRED_004195	nr	KAH7021887.1	hypothetical protein EDB80DRAFT_805396 [Ilyonectria destructans]	Ilyonectria destructans	390	6e-132	58.88	99	64609	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Fungi
