GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
GTX0536PRED_002935	GTX0536_3:3211127-3212401	-	311	hypothetical protein											GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0005506 iron ion binding; GO:0031418 L-ascorbic acid binding		
GTX0536PRED_002936	GTX0536_3:3212668-3213645	+	185	hypothetical protein											GO:0097573; GO:0004362 glutathione-disulfide reductase (NADPH) activity		
GTX0536PRED_002937	GTX0536_3:3213777-3223508	-	1023	hypothetical protein											GO:0031267 small GTPase binding; GO:0006886 intracellular protein transport		
GTX0536PRED_002938	GTX0536_3:3224020-3228755	-	756	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_002939	GTX0536_3:3230454-3234894	+	704	hypothetical protein											GO:0008835 diaminohydroxyphosphoribosylaminopyrimidine deaminase activity; GO:0003824 catalytic activity; GO:0050661 NADP binding; GO:0008703 5-amino-6-(5-phosphoribosylamino)uracil reductase activity; GO:0009231 riboflavin biosynthetic process		
GTX0536PRED_002940	GTX0536_3:3235549-3239025	-	542	hypothetical protein													
GTX0536PRED_002941	GTX0536_3:3239384-3243286	+	509	hypothetical protein											GO:0008233 peptidase activity; GO:0006508 proteolysis		
GTX0536PRED_002941	GTX0536_3:3239384-3241927	+	357	hypothetical protein											GO:0008233 peptidase activity; GO:0006508 proteolysis		
GTX0536PRED_002941	GTX0536_3:3239863-3243286	+	432	hypothetical protein											GO:0008233 peptidase activity; GO:0006508 proteolysis		
GTX0536PRED_002942	GTX0536_3:3245215-3246059	-	188	hypothetical protein													
GTX0536PRED_002943	GTX0536_3:3247545-3248274	+	124	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_002944	GTX0536_3:3249835-3252142	+	324	hypothetical protein													
GTX0536PRED_002945	GTX0536_3:3253582-3255260	-	260	hypothetical protein											GO:0006397 mRNA processing		
GTX0536PRED_002945	GTX0536_3:3254079-3255260	-	232	hypothetical protein											GO:0006397 mRNA processing		
GTX0536PRED_002946	GTX0536_3:3258347-3259889	+	376	hypothetical protein													
GTX0536PRED_002947	GTX0536_3:3260945-3271005	-	1430	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_002948	GTX0536_3:3271331-3272786	+	277	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_002948	GTX0536_3:3271331-3272485	+	224	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_002949	GTX0536_3:3273438-3275801	-	447	hypothetical protein											GO:0016787 hydrolase activity; GO:0016042 lipid catabolic process		
GTX0536PRED_002950	GTX0536_3:3276072-3277383	+	181	hypothetical protein													
GTX0536PRED_002951	GTX0536_3:3277691-3278381	+	229	hypothetical protein													
GTX0536PRED_002952	GTX0536_3:3280176-3282795	-	354	Subunit of heteropentameric Replication factor C (RF-C)											GO:0003677 DNA binding; GO:0006260 DNA replication		
GTX0536PRED_002953	GTX0536_3:3283570-3289614	-	837	hypothetical protein											GO:0070300 phosphatidic acid binding; GO:1990052 ER to chloroplast lipid transport; GO:0034196 acylglycerol transport		
GTX0536PRED_002953	GTX0536_3:3284890-3288779	-	590	hypothetical protein											GO:0070300 phosphatidic acid binding; GO:1990052 ER to chloroplast lipid transport; GO:0034196 acylglycerol transport		
GTX0536PRED_002954	GTX0536_3:3290077-3303843	+	1802	DNA-directed RNA polymerase II subunit RPB1											GO:0003677 DNA binding; GO:0003899 DNA-directed 5'-3' RNA polymerase activity; GO:0006351 DNA-templated transcription; GO:0006366 transcription by RNA polymerase II		
GTX0536PRED_002954	GTX0536_3:3292880-3303843	+	1361	DNA-directed RNA polymerase II subunit RPB1, variant 2											GO:0003677 DNA binding; GO:0003899 DNA-directed 5'-3' RNA polymerase activity; GO:0006351 DNA-templated transcription; GO:0006366 transcription by RNA polymerase II		
GTX0536PRED_002955	GTX0536_3:3304995-3308115	-	524	hypothetical protein													
GTX0536PRED_002956	GTX0536_3:3308462-3309958	+	239	hypothetical protein											GO:0006629 lipid metabolic process		
GTX0536PRED_002957	GTX0536_3:3311148-3318605	+	1013	hypothetical protein													
GTX0536PRED_002958	GTX0536_3:3318848-3319952	-	298	hypothetical protein													
GTX0536PRED_002959	GTX0536_3:3321271-3321797	-	163	hypothetical protein													
GTX0536PRED_002960	GTX0536_3:3322657-3324246	+	115	hypothetical protein													
GTX0536PRED_002961	GTX0536_3:3325724-3330470	+	508	hypothetical protein													
GTX0536PRED_002962	GTX0536_3:3333399-3337080	-	772	hypothetical protein													
GTX0536PRED_002962	GTX0536_3:3333712-3337080	-	735	hypothetical protein													
GTX0536PRED_002963	GTX0536_3:3339225-3349828	-	926	hypothetical protein													
GTX0536PRED_002964	GTX0536_3:3349741-3353176	-	380	hypothetical protein													
GTX0536PRED_002965	GTX0536_3:3355162-3359647	-	595	hypothetical protein											GO:0005524 ATP binding; GO:0003676 nucleic acid binding		
GTX0536PRED_002966	GTX0536_3:3360191-3363839	-	343	hypothetical protein													
GTX0536PRED_002967	GTX0536_3:3364918-3367072	-	470	hypothetical protein											GO:0106050 tRNA 2'-O-methyltransferase activity; GO:0008168 methyltransferase activity; GO:0008033 tRNA processing; GO:0030488 tRNA methylation		
GTX0536PRED_002967	GTX0536_3:3365053-3367633	-	605	hypothetical protein											GO:0106050 tRNA 2'-O-methyltransferase activity; GO:0008168 methyltransferase activity; GO:0008033 tRNA processing; GO:0030488 tRNA methylation		
GTX0536PRED_002968	GTX0536_3:3369380-3372627	+	441	Vacuolar protein sorting-associated protein 4B											GO:0005524 ATP binding; GO:0016887 ATP hydrolysis activity		
GTX0536PRED_002969	GTX0536_3:3374015-3378581	-	469	hypothetical protein											GO:0016757 glycosyltransferase activity		
GTX0536PRED_002970	GTX0536_3:3379131-3387173	+	1015	hypothetical protein													
GTX0536PRED_002971	GTX0536_3:3388195-3396657	+	947	hypothetical protein													
GTX0536PRED_002971	GTX0536_3:3389191-3396657	+	886	hypothetical protein													
GTX0536PRED_002972	GTX0536_3:3397280-3397913	-	112	Protein yippee-like 1													
GTX0536PRED_002973	GTX0536_3:3399279-3405206	-	1145	hypothetical protein													
GTX0536PRED_002973	GTX0536_3:3399405-3405206	-	1148	hypothetical protein													
GTX0536PRED_002974	GTX0536_3:3405240-3408157	+	220	hypothetical protein													
GTX0536PRED_002975	GTX0536_3:3409718-3410027	-	102	hypothetical protein													
GTX0536PRED_002976	GTX0536_3:3411275-3411911	+	211	hypothetical protein													
GTX0536PRED_002977	GTX0536_3:3412930-3418000	-	579	Proline--tRNA ligase, chloroplastic/mitochondrial											GO:0005737 cytoplasm; GO:0004827 proline-tRNA ligase activity; GO:0005524 ATP binding; GO:0000166 nucleotide binding; GO:0004812 aminoacyl-tRNA ligase activity; GO:0006418 tRNA aminoacylation for protein translation; GO:0006433 prolyl-tRNA aminoacylation		
GTX0536PRED_002978	GTX0536_3:3418273-3418861	+	146	hypothetical protein											GO:0016272 prefoldin complex; GO:0051082 unfolded protein binding; GO:0006457 protein folding		
GTX0536PRED_002979	GTX0536_3:3419342-3423174	-	500	hypothetical protein													
GTX0536PRED_002980	GTX0536_3:3423868-3428403	-	529	hypothetical protein											GO:0043248 proteasome assembly		
GTX0536PRED_002981	GTX0536_3:3428664-3433597	+	890	hypothetical protein											GO:0004519 endonuclease activity; GO:0006281 DNA repair		
GTX0536PRED_002981	GTX0536_3:3428812-3433597	+	837	hypothetical protein											GO:0004519 endonuclease activity; GO:0006281 DNA repair		
GTX0536PRED_002982	GTX0536_3:3433810-3434509	-	208	hypothetical protein											GO:0033819 lipoyl(octanoyl) transferase activity; GO:0009249 protein lipoylation; GO:0006464 protein modification process		
GTX0536PRED_002983	GTX0536_3:3434782-3436717	+	462	hypothetical protein											GO:0005737 cytoplasm		
GTX0536PRED_002984	GTX0536_3:3437192-3437901	-	122	hypothetical protein											GO:0005815 microtubule organizing center; GO:0005515 protein binding; GO:0034453 microtubule anchoring		
GTX0536PRED_002985	GTX0536_3:3438332-3439974	+	345	hypothetical protein											GO:0016021 membrane		
GTX0536PRED_002985	GTX0536_3:3438332-3439551	+	318	hypothetical protein											GO:0016021 membrane		
GTX0536PRED_002986	GTX0536_3:3441363-3444744	-	320	hypothetical protein											GO:0016491 oxidoreductase activity		
GTX0536PRED_002987	GTX0536_3:3445007-3450760	+	443	hypothetical protein											GO:0004185 serine-type carboxypeptidase activity; GO:0006508 proteolysis		
GTX0536PRED_002988	GTX0536_3:3451320-3458126	-	1021	hypothetical protein													
GTX0536PRED_002989	GTX0536_3:3458919-3466636	+	634	hypothetical protein											GO:0004719 protein-L-isoaspartate (D-aspartate) O-methyltransferase activity; GO:0005515 protein binding; GO:0006464 protein modification process		
GTX0536PRED_002990	GTX0536_3:3467218-3470933	-	701	hypothetical protein													
GTX0536PRED_002991	GTX0536_3:3471880-3475182	-	557	hypothetical protein											GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
GTX0536PRED_002992	GTX0536_3:3475564-3476373	+	221	hypothetical protein													
GTX0536PRED_002993	GTX0536_3:3479879-3482689	-	514	hypothetical protein													
GTX0536PRED_002994	GTX0536_3:3482980-3484308	+	263	hypothetical protein													
GTX0536PRED_002995	GTX0536_3:3487033-3487339	+	101	hypothetical protein													
GTX0536PRED_002996	GTX0536_3:3487573-3497369	+	1193	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_002997	GTX0536_3:3498087-3507881	+	1065	hypothetical protein											GO:0003677 DNA binding; GO:0003887 DNA-directed DNA polymerase activity; GO:0003676 nucleic acid binding; GO:0008408 3'-5' exonuclease activity; GO:0006261 DNA-templated DNA replication; GO:0006260 DNA replication; GO:0006139 nucleobase-containing compound metabolic process		
GTX0536PRED_002998	GTX0536_3:3508739-3513939	+	543	hypothetical protein											GO:0016971 flavin-linked sulfhydryl oxidase activity; GO:0016972 thiol oxidase activity		
GTX0536PRED_002999	GTX0536_3:3516116-3516615	+	116	hypothetical protein											GO:1990939 microtubule motor activity; GO:0005524 ATP binding; GO:0008017 microtubule binding; GO:0007018 microtubule-based movement		
GTX0536PRED_003000	GTX0536_3:3516752-3523191	-	786	hypothetical protein											GO:0003723 RNA binding; GO:0005515 protein binding; GO:0045292 mRNA cis splicing, via spliceosome; GO:0006396 RNA processing		
GTX0536PRED_003001	GTX0536_3:3523677-3525196	+	269	hypothetical protein											GO:0016020 membrane; GO:0032981 mitochondrial respiratory chain complex I assembly		
GTX0536PRED_003002	GTX0536_3:3525700-3527119	+	271	hypothetical protein													
GTX0536PRED_003003	GTX0536_3:3529684-3532851	+	369	hypothetical protein													
GTX0536PRED_003004	GTX0536_3:3533743-3536111	-	337	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_003005	GTX0536_3:3536450-3538670	+	302	hypothetical protein													
GTX0536PRED_003006	GTX0536_3:3539485-3540161	-	155	hypothetical protein													
GTX0536PRED_003007	GTX0536_3:3540654-3547472	-	741	hypothetical protein											GO:0003824 catalytic activity; GO:0004802 transketolase activity		
GTX0536PRED_003008	GTX0536_3:3547860-3549842	+	418	hypothetical protein											GO:0016020 membrane; GO:0016628 oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor; GO:0016126 sterol biosynthetic process		
GTX0536PRED_003008	GTX0536_3:3547860-3549256	+	358	hypothetical protein											GO:0016020 membrane; GO:0016628 oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor; GO:0016126 sterol biosynthetic process		
GTX0536PRED_003008	GTX0536_3:3548158-3549842	+	317	hypothetical protein											GO:0016020 membrane; GO:0016628 oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor; GO:0016126 sterol biosynthetic process		
GTX0536PRED_003008	GTX0536_3:3548213-3549842	+	323	hypothetical protein											GO:0016020 membrane; GO:0016628 oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor; GO:0016126 sterol biosynthetic process		
GTX0536PRED_003009	GTX0536_3:3550731-3556142	+	503	hypothetical protein											GO:0000166 nucleotide binding		
GTX0536PRED_003010	GTX0536_3:3557300-3561060	+	517	hypothetical protein											GO:0000287 magnesium ion binding; GO:0050483 IMP 5'-nucleotidase activity; GO:0006190 inosine salvage; GO:0009117 nucleotide metabolic process		
GTX0536PRED_003011	GTX0536_3:3561561-3567800	-	538	hypothetical protein											GO:0000287 magnesium ion binding; GO:0016868 intramolecular transferase activity, phosphotransferases; GO:0004610 phosphoacetylglucosamine mutase activity; GO:0005975 carbohydrate metabolic process; GO:0071704 organic substance metabolic process		
GTX0536PRED_003012	GTX0536_3:3568182-3570501	+	308	hypothetical protein													
GTX0536PRED_003013	GTX0536_3:3570973-3573573	+	480	hypothetical protein													
GTX0536PRED_003014	GTX0536_3:3576435-3579334	-	398	hypothetical protein													
GTX0536PRED_012765	GTX0536_3:3582272-3582776	+	167	hypothetical protein													
GTX0536PRED_012766	GTX0536_3:3582886-3583213	-	108	hypothetical protein													
GTX0536PRED_003015	GTX0536_3:3584610-3588189	+	724	hypothetical protein													
GTX0536PRED_003015	GTX0536_3:3584650-3588189	+	731	hypothetical protein													
GTX0536PRED_003016	GTX0536_3:3591011-3593966	+	281	hypothetical protein													
GTX0536PRED_003017	GTX0536_3:3595710-3600491	-	609	hypothetical protein													
GTX0536PRED_003018	GTX0536_3:3600751-3616319	+	1540	hypothetical protein											GO:0008240 tripeptidyl-peptidase activity; GO:0004252 serine-type endopeptidase activity; GO:0008236 serine-type peptidase activity; GO:0006508 proteolysis		
GTX0536PRED_003019	GTX0536_3:3617722-3618327	-	112	hypothetical protein													
GTX0536PRED_003020	GTX0536_3:3618783-3625059	+	851	hypothetical protein													
GTX0536PRED_003020	GTX0536_3:3618783-3624695	+	869	hypothetical protein													
GTX0536PRED_003021	GTX0536_3:3626715-3628993	-	229	hypothetical protein											GO:0009523 photosystem II; GO:0010207 photosystem II assembly; GO:0010206 photosystem II repair		
GTX0536PRED_003022	GTX0536_3:3629774-3635662	-	898	hypothetical protein											GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
GTX0536PRED_003023	GTX0536_3:3636445-3642236	-	1383	hypothetical protein													
GTX0536PRED_003024	GTX0536_3:3643239-3649405	-	606	hypothetical protein											GO:0005525 GTP binding; GO:0005515 protein binding		
GTX0536PRED_003025	GTX0536_3:3650716-3653021	-	378	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_003025	GTX0536_3:3650994-3653021	-	360	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_003025	GTX0536_3:3652003-3653021	-	273	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_003026	GTX0536_3:3653358-3654678	+	299	hypothetical protein											GO:0016020 membrane; GO:0046873 metal ion transmembrane transporter activity; GO:0030001 metal ion transport; GO:0055085 transmembrane transport		
GTX0536PRED_003027	GTX0536_3:3656552-3661727	+	587	hypothetical protein											GO:0004842 ubiquitin-protein transferase activity; GO:0016567 protein ubiquitination		
GTX0536PRED_003028	GTX0536_3:3662375-3664119	-	486	hypothetical protein													
GTX0536PRED_003029	GTX0536_3:3668563-3670106	+	437	hypothetical protein													
GTX0536PRED_003030	GTX0536_3:3671433-3672059	+	148	hypothetical protein											GO:0020037 heme binding		
GTX0536PRED_003031	GTX0536_3:3673058-3676439	-	373	hypothetical protein											GO:0005634 nucleus		
GTX0536PRED_003031	GTX0536_3:3674453-3676439	-	302	hypothetical protein											GO:0005634 nucleus		
GTX0536PRED_003032	GTX0536_3:3677213-3678536	+	283	imidazoleglycerol-phosphate dehydratase											GO:0004424 imidazoleglycerol-phosphate dehydratase activity; GO:0000105 histidine biosynthetic process		
GTX0536PRED_003033	GTX0536_3:3680970-3683617	-	471	hypothetical protein											GO:0004088 carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity; GO:0006541 glutamine metabolic process; GO:0006207 'de novo' pyrimidine nucleobase biosynthetic process		
GTX0536PRED_003034	GTX0536_3:3683986-3697814	+	1208	hypothetical protein											GO:0005694 chromosome; GO:0005524 ATP binding; GO:0016887 ATP hydrolysis activity; GO:0005515 protein binding; GO:0051276 chromosome organization		
GTX0536PRED_003035	GTX0536_3:3698089-3699156	-	195	hypothetical protein													
GTX0536PRED_003036	GTX0536_3:3699583-3706001	+	940	hypothetical protein													
GTX0536PRED_003037	GTX0536_3:3707948-3709298	+	449	hypothetical protein													
GTX0536PRED_003038	GTX0536_3:3710055-3712861	-	338	hypothetical protein											GO:0005737 cytoplasm; GO:0004496 mevalonate kinase activity; GO:0005524 ATP binding; GO:0008299 isoprenoid biosynthetic process		
GTX0536PRED_003038	GTX0536_3:3710055-3712497	-	255	hypothetical protein											GO:0005737 cytoplasm; GO:0004496 mevalonate kinase activity; GO:0005524 ATP binding; GO:0008299 isoprenoid biosynthetic process		
GTX0536PRED_003039	GTX0536_3:3713792-3714837	-	223	hypothetical protein													
GTX0536PRED_003040	GTX0536_3:3715051-3716628	+	225	hypothetical protein											GO:0046872 metal ion binding; GO:0004784 superoxide dismutase activity; GO:0006801 superoxide metabolic process		
GTX0536PRED_003041	GTX0536_3:3717287-3718460	+	315	hypothetical protein													
GTX0536PRED_003042	GTX0536_3:3718508-3720693	+	678	hypothetical protein													
GTX0536PRED_003043	GTX0536_3:3728492-3730776	-	480	hypothetical protein													
GTX0536PRED_003044	GTX0536_3:3732464-3733919	-	219	hypothetical protein													
GTX0536PRED_003045	GTX0536_3:3734263-3744606	+	1013	hypothetical protein											GO:0005516 calmodulin binding		
GTX0536PRED_003046	GTX0536_3:3745739-3752032	-	1084	hypothetical protein													
GTX0536PRED_003047	GTX0536_3:3753023-3758839	-	1001	hypothetical protein													
GTX0536PRED_003048	GTX0536_3:3759711-3760430	-	217	hypothetical protein													
GTX0536PRED_003049	GTX0536_3:3761128-3769655	+	747	hypothetical protein											GO:0016021 membrane; GO:0000166 nucleotide binding; GO:0005524 ATP binding; GO:0005215 transporter activity; GO:0140603; GO:0019829 ATPase-coupled monoatomic cation transmembrane transporter activity; GO:0006812 monoatomic cation transport		
GTX0536PRED_003050	GTX0536_3:3769682-3771404	+	302	hypothetical protein													
GTX0536PRED_003051	GTX0536_3:3772087-3774165	+	312	hypothetical protein													
GTX0536PRED_003052	GTX0536_3:3775313-3782337	+	982	hypothetical protein													
GTX0536PRED_003052	GTX0536_3:3775464-3782337	+	957	hypothetical protein													
GTX0536PRED_003053	GTX0536_3:3784038-3793753	+	1264	hypothetical protein													
GTX0536PRED_003054	GTX0536_3:3796203-3797412	-	275	hypothetical protein													
GTX0536PRED_003055	GTX0536_3:3797689-3810039	-	1332	hypothetical protein											GO:0003723 RNA binding; GO:0000175 3'-5'-RNA exonuclease activity; GO:0004540 RNA nuclease activity; GO:0090503 RNA phosphodiester bond hydrolysis, exonucleolytic; GO:0016075 rRNA catabolic process		
GTX0536PRED_003055	GTX0536_3:3797689-3809399	-	1205	hypothetical protein											GO:0003723 RNA binding; GO:0000175 3'-5'-RNA exonuclease activity; GO:0004540 RNA nuclease activity; GO:0090503 RNA phosphodiester bond hydrolysis, exonucleolytic; GO:0016075 rRNA catabolic process		
GTX0536PRED_003056	GTX0536_3:3811547-3813395	+	276	hypothetical protein											GO:0008270 zinc ion binding		
GTX0536PRED_003057	GTX0536_3:3814317-3815207	+	229	adenine phosphoribosyltransferase											GO:0005737 cytoplasm; GO:0003999 adenine phosphoribosyltransferase activity; GO:0006168 adenine salvage; GO:0009116 nucleoside metabolic process		
GTX0536PRED_003058	GTX0536_3:3815891-3823962	+	817	hypothetical protein											GO:0008237 metallopeptidase activity; GO:0070122; GO:0004843 cysteine-type deubiquitinase activity; GO:0005515 protein binding; GO:0035522 monoubiquitinated histone H2A deubiquitination		
GTX0536PRED_003059	GTX0536_3:3825066-3833686	-	1056	hypothetical protein											GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
GTX0536PRED_003060	GTX0536_3:3836208-3836795	-	107	hypothetical protein													
GTX0536PRED_003061	GTX0536_3:3837076-3844894	+	1289	hypothetical protein													
GTX0536PRED_003062	GTX0536_3:3846135-3846628	-	117	hypothetical protein													
GTX0536PRED_003063	GTX0536_3:3847997-3849866	+	319	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_003064	GTX0536_3:3851543-3856775	+	795	hypothetical protein											GO:0016161 beta-amylase activity; GO:0000272 polysaccharide catabolic process		
GTX0536PRED_003064	GTX0536_3:3851589-3856775	+	836	hypothetical protein											GO:0016161 beta-amylase activity; GO:0000272 polysaccharide catabolic process		
GTX0536PRED_003065	GTX0536_3:3857761-3865996	+	877	hypothetical protein											GO:0006629 lipid metabolic process		
GTX0536PRED_003066	GTX0536_3:3867154-3867870	+	155	hypothetical protein													
GTX0536PRED_003066	GTX0536_3:3867242-3867870	+	148	hypothetical protein													
GTX0536PRED_003067	GTX0536_3:3867919-3870243	-	404	hypothetical protein											GO:0042765 GPI-anchor transamidase complex; GO:0008233 peptidase activity; GO:0003923 GPI-anchor transamidase activity; GO:0006508 proteolysis; GO:0016255 attachment of GPI anchor to protein		
GTX0536PRED_003068	GTX0536_3:3871459-3872148	+	157	hypothetical protein													
GTX0536PRED_003069	GTX0536_3:3872259-3877158	-	1282	hypothetical protein													
GTX0536PRED_003070	GTX0536_3:3878167-3882606	-	412	hypothetical protein											GO:0030170 pyridoxal phosphate binding; GO:0003824 catalytic activity; GO:0008483 transaminase activity; GO:0042286 glutamate-1-semialdehyde 2,1-aminomutase activity; GO:0033014 tetrapyrrole biosynthetic process		
GTX0536PRED_003071	GTX0536_3:3883423-3884195	+	229	hypothetical protein													
GTX0536PRED_003072	GTX0536_3:3887002-3896061	+	1103	hypothetical protein											GO:0017056 structural constituent of nuclear pore; GO:0005515 protein binding		
GTX0536PRED_003073	GTX0536_3:3898538-3904120	-	689	hypothetical protein											GO:0016020 membrane; GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
GTX0536PRED_003074	GTX0536_3:3905024-3909064	-	628	hypothetical protein													
GTX0536PRED_003075	GTX0536_3:3909247-3914438	+	669	hypothetical protein											GO:0003723 RNA binding; GO:0006874 intracellular calcium ion homeostasis; GO:0006396 RNA processing		
GTX0536PRED_003076	GTX0536_3:3915338-3916542	+	207	hypothetical protein													
GTX0536PRED_003077	GTX0536_3:3919111-3921394	-	402	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_003078	GTX0536_3:3923319-3924309	-	101	hypothetical protein													
GTX0536PRED_003079	GTX0536_3:3926132-3935498	+	601	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_003079	GTX0536_3:3926132-3933086	+	538	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_003080	GTX0536_3:3936617-3938105	+	495	hypothetical protein													
GTX0536PRED_003081	GTX0536_3:3940241-3950193	-	1154	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_003081	GTX0536_3:3940241-3948979	-	1038	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_003082	GTX0536_3:3952669-3956828	-	499	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_003083	GTX0536_3:3957217-3958763	+	273	hypothetical protein											GO:0004735 pyrroline-5-carboxylate reductase activity; GO:0006561 proline biosynthetic process		
GTX0536PRED_003084	GTX0536_3:3960029-3960879	-	170	hypothetical protein													
GTX0536PRED_003085	GTX0536_3:3961522-3962454	-	107	hypothetical protein													
GTX0536PRED_003086	GTX0536_3:3962988-3966714	-	400	hypothetical protein											GO:0000166 nucleotide binding		
GTX0536PRED_003087	GTX0536_3:3967573-3969309	-	240	hypothetical protein											GO:0016021 membrane		
GTX0536PRED_003088	GTX0536_3:3970920-3971541	-	206	hypothetical protein													
GTX0536PRED_003089	GTX0536_3:3972614-3976060	-	455	hypothetical protein											GO:0004190 aspartic-type endopeptidase activity; GO:0005515 protein binding; GO:0006508 proteolysis		
GTX0536PRED_012767	GTX0536_3:3976646-3976949	+	100	hypothetical protein													
GTX0536PRED_003090	GTX0536_3:3976903-3978615	-	322	hypothetical protein											GO:0016491 oxidoreductase activity; GO:0047834 D-threo-aldose 1-dehydrogenase activity		
GTX0536PRED_003091	GTX0536_3:3981052-3981505	+	150	hypothetical protein													
GTX0536PRED_003092	GTX0536_3:3984127-3985103	+	191	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_003093	GTX0536_3:3986603-3986850	+	53	hypothetical protein													
GTX0536PRED_003094	GTX0536_3:3988281-3990799	-	183	hypothetical protein													
GTX0536PRED_003095	GTX0536_3:3992247-3992656	-	109	hypothetical protein													
GTX0536PRED_003096	GTX0536_3:3996358-3999251	-	723	hypothetical protein													
GTX0536PRED_003097	GTX0536_3:4000077-4003108	-	360	hypothetical protein											GO:0016021 membrane		
GTX0536PRED_003098	GTX0536_3:4003434-4004317	+	186	hypothetical protein													
GTX0536PRED_003099	GTX0536_3:4005372-4007023	-	259	hypothetical protein													
GTX0536PRED_003100	GTX0536_3:4007198-4009978	+	325	putative L-ascorbate peroxidase 8, chloroplastic											GO:0004601 peroxidase activity; GO:0020037 heme binding; GO:0006979 response to oxidative stress; GO:0034599 cellular response to oxidative stress		
GTX0536PRED_003101	GTX0536_3:4011305-4022037	-	1070	hypothetical protein											GO:0005737 cytoplasm; GO:0004820 glycine-tRNA ligase activity; GO:0000166 nucleotide binding; GO:0005524 ATP binding; GO:0006426 glycyl-tRNA aminoacylation		
GTX0536PRED_003102	GTX0536_3:4026902-4031394	-	655	Luminal-binding protein 3											GO:0005524 ATP binding; GO:0016887 ATP hydrolysis activity		
GTX0536PRED_003103	GTX0536_3:4031795-4040399	+	796	hypothetical protein											GO:0005524 ATP binding; GO:0016887 ATP hydrolysis activity; GO:0051082 unfolded protein binding; GO:0006457 protein folding		
GTX0536PRED_003104	GTX0536_3:4040800-4041781	-	262	hypothetical protein													
GTX0536PRED_003105	GTX0536_3:4042926-4045735	-	606	hypothetical protein											GO:0070652 HAUS complex; GO:0051225 spindle assembly		
GTX0536PRED_003106	GTX0536_3:4046042-4058031	+	1165	hypothetical protein											GO:0035091 phosphatidylinositol binding		
GTX0536PRED_003108	GTX0536_3:4059576-4074204	-	1231	hypothetical protein											GO:0000166 nucleotide binding; GO:0005524 ATP binding; GO:0002161 aminoacyl-tRNA editing activity; GO:0000049 tRNA binding; GO:0004812 aminoacyl-tRNA ligase activity; GO:0004822 isoleucine-tRNA ligase activity; GO:0006428 isoleucyl-tRNA aminoacylation; GO:0006418 tRNA aminoacylation for protein translation		
GTX0536PRED_003108	GTX0536_3:4059878-4074204	-	1222	hypothetical protein											GO:0000166 nucleotide binding; GO:0005524 ATP binding; GO:0002161 aminoacyl-tRNA editing activity; GO:0000049 tRNA binding; GO:0004812 aminoacyl-tRNA ligase activity; GO:0004822 isoleucine-tRNA ligase activity; GO:0006428 isoleucyl-tRNA aminoacylation; GO:0006418 tRNA aminoacylation for protein translation		
GTX0536PRED_003108	GTX0536_3:4060348-4074204	-	1222	hypothetical protein											GO:0000166 nucleotide binding; GO:0005524 ATP binding; GO:0002161 aminoacyl-tRNA editing activity; GO:0000049 tRNA binding; GO:0004812 aminoacyl-tRNA ligase activity; GO:0004822 isoleucine-tRNA ligase activity; GO:0006428 isoleucyl-tRNA aminoacylation; GO:0006418 tRNA aminoacylation for protein translation		
GTX0536PRED_003109	GTX0536_3:4074774-4083170	+	1809	hypothetical protein											GO:0004842 ubiquitin-protein transferase activity; GO:0016567 protein ubiquitination		
GTX0536PRED_003109	GTX0536_3:4074879-4083170	+	1768	hypothetical protein											GO:0004842 ubiquitin-protein transferase activity; GO:0016567 protein ubiquitination		
GTX0536PRED_003110	GTX0536_3:4083877-4086325	-	420	hypothetical protein													
